PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(1, 15)",2.0,"(0, 1)","[(1, 15), (95, 172)]",01 - B,10 - B
"(95, 172)",2.0,"(0, 5)","[(1, 15), (44, 56)]",01 - B,10 - B
"(150, 240)",2.0,"(0, 7)","[(1, 15), (255, 54)]",01 - B,10 - B
"(133, 199)",2.0,"(1, 2)","[(95, 172), (150, 240)]",10 - B,01 - B
"(117, 145)",2.0,"(2, 3)","[(150, 240), (133, 199)]",01 - B,10 - B
"(44, 56)",2.0,"(2, 7)","[(150, 240), (255, 54)]",01 - B,10 - B
"(219, 88)",2.0,"(6, 7)","[(219, 88), (255, 54)]",01 - B,10 - B
"(255, 54)",3.0,"(0, 1, 2)","[(1, 15), (95, 172), (150, 240)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(1, 15), (95, 172), (44, 56)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(1, 15), (117, 145), (44, 56)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(1, 15), (44, 56), (255, 54)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(1, 15), (219, 88), (255, 54)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(95, 172), (150, 240), (133, 199)]",101 - I,010 - I
,3.0,"(2, 3, 6)","[(150, 240), (133, 199), (219, 88)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(150, 240), (133, 199), (255, 54)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(150, 240), (219, 88), (255, 54)]",001 - I,110 - I
,3.0,"(4, 6, 7)","[(117, 145), (219, 88), (255, 54)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(44, 56), (219, 88), (255, 54)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(1, 15), (95, 172), (150, 240), (133, 199)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(1, 15), (95, 172), (150, 240), (44, 56)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 5)","[(1, 15), (95, 172), (133, 199), (44, 56)]",0111 - I,1000 - I
,4.0,"(0, 1, 4, 5)","[(1, 15), (95, 172), (117, 145), (44, 56)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 7)","[(1, 15), (117, 145), (44, 56), (255, 54)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(1, 15), (44, 56), (219, 88), (255, 54)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
