PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(32, 248)",2.0,"(0, 1)","[(32, 248), (224, 208)]",01 - B,10 - B
"(224, 208)",2.0,"(0, 3)","[(32, 248), (101, 213)]",01 - B,10 - B
"(190, 176)",2.0,"(0, 7)","[(32, 248), (36, 7)]",01 - B,10 - B
"(101, 213)",2.0,"(1, 2)","[(224, 208), (190, 176)]",10 - B,01 - B
"(88, 145)",2.0,"(1, 7)","[(224, 208), (36, 7)]",11 - M,00 - M
"(78, 112)",2.0,"(2, 7)","[(190, 176), (36, 7)]",01 - B,10 - B
"(82, 91)",2.0,"(6, 7)","[(82, 91), (36, 7)]",01 - B,10 - B
"(36, 7)",3.0,"(0, 1, 2)","[(32, 248), (224, 208), (190, 176)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(32, 248), (224, 208), (101, 213)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(32, 248), (101, 213), (88, 145)]",010 - I,101 - I
,3.0,"(0, 3, 7)","[(32, 248), (101, 213), (36, 7)]",011 - I,100 - I
,3.0,"(0, 5, 7)","[(32, 248), (78, 112), (36, 7)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(32, 248), (82, 91), (36, 7)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(224, 208), (190, 176), (101, 213)]",101 - I,010 - I
,3.0,"(1, 2, 6)","[(224, 208), (190, 176), (82, 91)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(224, 208), (190, 176), (36, 7)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(190, 176), (82, 91), (36, 7)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(78, 112), (82, 91), (36, 7)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(32, 248), (224, 208), (190, 176), (101, 213)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(32, 248), (224, 208), (101, 213), (88, 145)]",0110 - B,1001 - B
,4.0,"(0, 3, 4, 5)","[(32, 248), (101, 213), (88, 145), (78, 112)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 7)","[(32, 248), (101, 213), (88, 145), (36, 7)]",0101 - B,1010 - B
,4.0,"(0, 3, 5, 7)","[(32, 248), (101, 213), (78, 112), (36, 7)]",0111 - I,1000 - I
,4.0,"(0, 4, 5, 7)","[(32, 248), (88, 145), (78, 112), (36, 7)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(32, 248), (78, 112), (82, 91), (36, 7)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
