PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,10110010
"(5, 242)",2.0,"(0, 1)","[(5, 242), (253, 254)]",01 - B,10 - B
"(253, 254)",2.0,"(0, 4)","[(5, 242), (59, 215)]",01 - B,10 - B
"(226, 223)",2.0,"(0, 5)","[(5, 242), (67, 117)]",01 - B,10 - B
"(125, 216)",2.0,"(0, 7)","[(5, 242), (84, 1)]",01 - B,10 - B
"(59, 215)",2.0,"(1, 2)","[(253, 254), (226, 223)]",10 - B,01 - B
"(67, 117)",2.0,"(1, 7)","[(253, 254), (84, 1)]",11 - M,00 - M
"(77, 90)",2.0,"(2, 7)","[(226, 223), (84, 1)]",01 - B,10 - B
"(84, 1)",2.0,"(6, 7)","[(77, 90), (84, 1)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(5, 242), (253, 254), (226, 223)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(5, 242), (253, 254), (59, 215)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(5, 242), (125, 216), (59, 215)]",001 - I,110 - I
,3.0,"(0, 4, 5)","[(5, 242), (59, 215), (67, 117)]",011 - I,100 - I
,3.0,"(0, 5, 7)","[(5, 242), (67, 117), (84, 1)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(5, 242), (77, 90), (84, 1)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(253, 254), (226, 223), (125, 216)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(253, 254), (226, 223), (84, 1)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(226, 223), (77, 90), (84, 1)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(67, 117), (77, 90), (84, 1)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(5, 242), (253, 254), (226, 223), (125, 216)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 4)","[(5, 242), (253, 254), (226, 223), (59, 215)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(5, 242), (253, 254), (125, 216), (59, 215)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 5)","[(5, 242), (125, 216), (59, 215), (67, 117)]",0011 - B,1100 - B
,4.0,"(0, 4, 5, 6)","[(5, 242), (59, 215), (67, 117), (77, 90)]",0110 - B,1001 - B
,4.0,"(0, 4, 5, 7)","[(5, 242), (59, 215), (67, 117), (84, 1)]",0111 - I,1000 - I
,4.0,"(0, 5, 6, 7)","[(5, 242), (67, 117), (77, 90), (84, 1)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
