PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,01010110,10101001,10101100
"(17, 88)",2.0,"(0, 1)","[(17, 88), (21, 163)]",01 - B,01 - B,10 - B,10 - B
"(21, 163)",2.0,"(0, 6)","[(17, 88), (49, 99)]",01 - B,01 - B,10 - B,10 - B
"(191, 250)",2.0,"(0, 7)","[(17, 88), (239, 6)]",01 - B,00 - M,11 - M,10 - B
"(175, 220)",2.0,"(1, 2)","[(21, 163), (191, 250)]",10 - B,10 - B,01 - B,01 - B
"(153, 190)",2.0,"(2, 3)","[(191, 250), (175, 220)]",01 - B,01 - B,10 - B,10 - B
"(190, 206)",2.0,"(2, 5)","[(191, 250), (190, 206)]",00 - M,01 - B,10 - B,11 - M
"(49, 99)",2.0,"(2, 7)","[(191, 250), (239, 6)]",01 - B,00 - M,11 - M,10 - B
"(239, 6)",2.0,"(5, 7)","[(190, 206), (239, 6)]",01 - B,10 - B,01 - B,10 - B
,2.0,"(6, 7)","[(49, 99), (239, 6)]",11 - M,10 - B,01 - B,00 - M
,3.0,"(0, 1, 2)","[(17, 88), (21, 163), (191, 250)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 6)","[(17, 88), (21, 163), (49, 99)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 6, 7)","[(17, 88), (49, 99), (239, 6)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(1, 2, 3)","[(21, 163), (191, 250), (175, 220)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(2, 3, 5)","[(191, 250), (175, 220), (190, 206)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(2, 5, 7)","[(191, 250), (190, 206), (239, 6)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(3, 5, 7)","[(175, 220), (190, 206), (239, 6)]",101 - I,110 - I,001 - I,010 - I
,3.0,"(4, 5, 7)","[(153, 190), (190, 206), (239, 6)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(190, 206), (49, 99), (239, 6)]",011 - I,110 - I,001 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(17, 88), (21, 163), (191, 250), (175, 220)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(17, 88), (21, 163), (191, 250), (49, 99)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(17, 88), (21, 163), (153, 190), (49, 99)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(17, 88), (21, 163), (49, 99), (239, 6)]",0111 - I,0110 - B,1001 - B,1000 - I
,4.0,"(0, 4, 6, 7)","[(17, 88), (153, 190), (49, 99), (239, 6)]",0011 - B,0010 - I,1101 - I,1100 - B
,4.0,"(0, 5, 6, 7)","[(17, 88), (190, 206), (49, 99), (239, 6)]",0011 - B,0110 - B,1001 - B,1100 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
