PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,10110010
"(88, 13)",2.0,"(0, 1)","[(88, 13), (76, 140)]",01 - B,10 - B
"(76, 140)",2.0,"(0, 5)","[(88, 13), (147, 158)]",01 - B,10 - B
"(100, 163)",2.0,"(0, 6)","[(88, 13), (165, 170)]",00 - M,11 - M
"(161, 242)",2.0,"(0, 7)","[(88, 13), (179, 188)]",01 - B,10 - B
"(149, 191)",2.0,"(1, 2)","[(76, 140), (100, 163)]",10 - B,01 - B
"(147, 158)",2.0,"(1, 3)","[(76, 140), (161, 242)]",10 - B,01 - B
"(165, 170)",2.0,"(2, 3)","[(100, 163), (161, 242)]",00 - M,11 - M
"(179, 188)",2.0,"(3, 4)","[(161, 242), (149, 191)]",01 - B,10 - B
,2.0,"(3, 7)","[(161, 242), (179, 188)]",01 - B,10 - B
,2.0,"(6, 7)","[(165, 170), (179, 188)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(88, 13), (76, 140), (100, 163)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(88, 13), (76, 140), (147, 158)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(88, 13), (147, 158), (165, 170)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(88, 13), (165, 170), (179, 188)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(76, 140), (100, 163), (161, 242)]",100 - I,011 - I
,3.0,"(2, 3, 4)","[(100, 163), (161, 242), (149, 191)]",001 - I,110 - I
,3.0,"(3, 4, 7)","[(161, 242), (149, 191), (179, 188)]",011 - I,100 - I
,3.0,"(3, 6, 7)","[(161, 242), (165, 170), (179, 188)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(147, 158), (165, 170), (179, 188)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(88, 13), (76, 140), (100, 163), (161, 242)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 4)","[(88, 13), (76, 140), (100, 163), (149, 191)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(88, 13), (76, 140), (100, 163), (147, 158)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(88, 13), (76, 140), (147, 158), (165, 170)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(88, 13), (147, 158), (165, 170), (179, 188)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
