PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(82, 197)",2.0,"(0, 1)","[(82, 197), (141, 208)]",01 - B,10 - B
"(141, 208)",2.0,"(0, 5)","[(82, 197), (116, 194)]",01 - B,10 - B
"(242, 213)",2.0,"(0, 7)","[(82, 197), (13, 42)]",01 - B,10 - B
"(194, 200)",2.0,"(1, 2)","[(141, 208), (242, 213)]",10 - B,01 - B
"(158, 195)",2.0,"(2, 3)","[(242, 213), (194, 200)]",01 - B,10 - B
"(116, 194)",2.0,"(2, 7)","[(242, 213), (13, 42)]",01 - B,10 - B
"(90, 132)",2.0,"(6, 7)","[(90, 132), (13, 42)]",01 - B,10 - B
"(13, 42)",3.0,"(0, 1, 2)","[(82, 197), (141, 208), (242, 213)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(82, 197), (141, 208), (116, 194)]",011 - I,100 - I
,3.0,"(0, 5, 7)","[(82, 197), (116, 194), (13, 42)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(82, 197), (90, 132), (13, 42)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(141, 208), (242, 213), (194, 200)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(242, 213), (194, 200), (158, 195)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(242, 213), (194, 200), (13, 42)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(242, 213), (90, 132), (13, 42)]",001 - I,110 - I
,3.0,"(3, 6, 7)","[(194, 200), (90, 132), (13, 42)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(158, 195), (90, 132), (13, 42)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(116, 194), (90, 132), (13, 42)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(82, 197), (141, 208), (242, 213), (194, 200)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(82, 197), (141, 208), (242, 213), (116, 194)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(82, 197), (141, 208), (158, 195), (116, 194)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(82, 197), (141, 208), (116, 194), (90, 132)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 7)","[(82, 197), (141, 208), (116, 194), (13, 42)]",0111 - I,1000 - I
,4.0,"(0, 5, 6, 7)","[(82, 197), (116, 194), (90, 132), (13, 42)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
