PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,01010110,10101001,10101010
"(206, 248)",2.0,"(0, 1)","[(206, 248), (239, 7)]",01 - B,01 - B,10 - B,10 - B
"(239, 7)",2.0,"(0, 3)","[(206, 248), (202, 168)]",01 - B,01 - B,10 - B,10 - B
"(218, 29)",2.0,"(0, 6)","[(206, 248), (159, 163)]",00 - M,01 - B,10 - B,11 - M
"(202, 168)",2.0,"(0, 7)","[(206, 248), (16, 52)]",01 - B,00 - M,11 - M,10 - B
"(193, 132)",2.0,"(1, 2)","[(239, 7), (218, 29)]",10 - B,10 - B,01 - B,01 - B
"(180, 141)",2.0,"(1, 7)","[(239, 7), (16, 52)]",11 - M,10 - B,01 - B,00 - M
"(159, 163)",2.0,"(2, 7)","[(218, 29), (16, 52)]",01 - B,00 - M,11 - M,10 - B
"(16, 52)",2.0,"(6, 7)","[(159, 163), (16, 52)]",01 - B,10 - B,01 - B,10 - B
,3.0,"(0, 1, 2)","[(206, 248), (239, 7), (218, 29)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 3)","[(206, 248), (239, 7), (202, 168)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 3, 4)","[(206, 248), (202, 168), (193, 132)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 3, 6)","[(206, 248), (202, 168), (159, 163)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(0, 6, 7)","[(206, 248), (159, 163), (16, 52)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(1, 2, 3)","[(239, 7), (218, 29), (202, 168)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(1, 2, 4)","[(239, 7), (218, 29), (193, 132)]",100 - I,100 - I,011 - I,011 - I
,3.0,"(1, 2, 7)","[(239, 7), (218, 29), (16, 52)]",101 - I,100 - I,011 - I,010 - I
,3.0,"(2, 6, 7)","[(218, 29), (159, 163), (16, 52)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(180, 141), (159, 163), (16, 52)]",101 - I,110 - I,001 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(206, 248), (239, 7), (218, 29), (202, 168)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(206, 248), (239, 7), (202, 168), (193, 132)]",0110 - B,0110 - B,1001 - B,1001 - B
,4.0,"(0, 3, 4, 5)","[(206, 248), (202, 168), (193, 132), (180, 141)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 3, 4, 6)","[(206, 248), (202, 168), (193, 132), (159, 163)]",0100 - I,0101 - B,1010 - B,1011 - I
,4.0,"(0, 3, 5, 6)","[(206, 248), (202, 168), (180, 141), (159, 163)]",0110 - B,0111 - I,1000 - I,1001 - B
,4.0,"(0, 3, 6, 7)","[(206, 248), (202, 168), (159, 163), (16, 52)]",0101 - B,0110 - B,1001 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(206, 248), (180, 141), (159, 163), (16, 52)]",0101 - B,0110 - B,1001 - B,1010 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
