PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,01100101,10011010,10101010
"(73, 218)",2.0,"(0, 1)","[(73, 218), (161, 211)]",01 - B,01 - B,10 - B,10 - B
"(161, 211)",2.0,"(0, 5)","[(73, 218), (64, 193)]",01 - B,01 - B,10 - B,10 - B
"(146, 200)",2.0,"(0, 7)","[(73, 218), (14, 166)]",01 - B,01 - B,10 - B,10 - B
"(241, 37)",2.0,"(1, 2)","[(161, 211), (146, 200)]",10 - B,11 - M,00 - M,01 - B
"(82, 191)",2.0,"(1, 3)","[(161, 211), (241, 37)]",11 - M,10 - B,01 - B,00 - M
"(64, 193)",2.0,"(2, 3)","[(146, 200), (241, 37)]",01 - B,10 - B,01 - B,10 - B
"(43, 167)",2.0,"(3, 6)","[(241, 37), (43, 167)]",10 - B,00 - M,11 - M,01 - B
"(14, 166)",2.0,"(3, 7)","[(241, 37), (14, 166)]",11 - M,01 - B,10 - B,00 - M
,2.0,"(6, 7)","[(43, 167), (14, 166)]",01 - B,01 - B,10 - B,10 - B
,3.0,"(0, 1, 2)","[(73, 218), (161, 211), (146, 200)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(0, 1, 5)","[(73, 218), (161, 211), (64, 193)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 4, 5)","[(73, 218), (82, 191), (64, 193)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(0, 5, 7)","[(73, 218), (64, 193), (14, 166)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 6, 7)","[(73, 218), (43, 167), (14, 166)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(1, 2, 3)","[(161, 211), (146, 200), (241, 37)]",101 - I,110 - I,001 - I,010 - I
,3.0,"(2, 3, 6)","[(146, 200), (241, 37), (43, 167)]",010 - I,100 - I,011 - I,101 - I
,3.0,"(3, 6, 7)","[(241, 37), (43, 167), (14, 166)]",101 - I,001 - I,110 - I,010 - I
,3.0,"(5, 6, 7)","[(64, 193), (43, 167), (14, 166)]",101 - I,101 - I,010 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(73, 218), (161, 211), (146, 200), (241, 37)]",0101 - B,0110 - B,1001 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(73, 218), (161, 211), (146, 200), (82, 191)]",0100 - I,0110 - B,1001 - B,1011 - I
,4.0,"(0, 1, 2, 5)","[(73, 218), (161, 211), (146, 200), (64, 193)]",0101 - B,0111 - I,1000 - I,1010 - B
,4.0,"(0, 1, 4, 5)","[(73, 218), (161, 211), (82, 191), (64, 193)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 4, 5, 7)","[(73, 218), (82, 191), (64, 193), (14, 166)]",0011 - B,0011 - B,1100 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(73, 218), (64, 193), (43, 167), (14, 166)]",0101 - B,0101 - B,1010 - B,1010 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
