PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(97, 40)",2.0,"(0, 1)","[(97, 40), (57, 23)]",01 - B,10 - B
"(57, 23)",2.0,"(0, 7)","[(97, 40), (208, 136)]",01 - B,10 - B
"(43, 53)",2.0,"(1, 2)","[(57, 23), (43, 53)]",10 - B,01 - B
"(198, 232)",2.0,"(2, 3)","[(43, 53), (198, 232)]",01 - B,10 - B
"(212, 220)",2.0,"(3, 4)","[(198, 232), (212, 220)]",10 - B,01 - B
"(194, 170)",2.0,"(4, 7)","[(212, 220), (208, 136)]",01 - B,10 - B
"(199, 148)",2.0,"(6, 7)","[(199, 148), (208, 136)]",01 - B,10 - B
"(208, 136)",3.0,"(0, 1, 2)","[(97, 40), (57, 23), (43, 53)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(97, 40), (57, 23), (208, 136)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(97, 40), (199, 148), (208, 136)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(57, 23), (43, 53), (198, 232)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(43, 53), (198, 232), (212, 220)]",010 - I,101 - I
,3.0,"(3, 4, 5)","[(198, 232), (212, 220), (194, 170)]",101 - I,010 - I
,3.0,"(3, 4, 7)","[(198, 232), (212, 220), (208, 136)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(212, 220), (199, 148), (208, 136)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(194, 170), (199, 148), (208, 136)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(97, 40), (57, 23), (43, 53), (198, 232)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(97, 40), (57, 23), (43, 53), (194, 170)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(97, 40), (57, 23), (43, 53), (199, 148)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 7)","[(97, 40), (57, 23), (43, 53), (208, 136)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(97, 40), (57, 23), (199, 148), (208, 136)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(97, 40), (194, 170), (199, 148), (208, 136)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
