PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(51, 33)",2.0,"(0, 1)","[(51, 33), (85, 103)]",01 - B,10 - B
"(85, 103)",2.0,"(0, 5)","[(51, 33), (108, 78)]",01 - B,10 - B
"(199, 223)",2.0,"(0, 7)","[(51, 33), (204, 111)]",01 - B,10 - B
"(191, 183)",2.0,"(1, 2)","[(85, 103), (199, 223)]",10 - B,01 - B
"(155, 129)",2.0,"(2, 3)","[(199, 223), (191, 183)]",01 - B,10 - B
"(108, 78)",2.0,"(2, 7)","[(199, 223), (204, 111)]",01 - B,10 - B
"(151, 97)",2.0,"(3, 7)","[(191, 183), (204, 111)]",11 - M,00 - M
"(204, 111)",2.0,"(6, 7)","[(151, 97), (204, 111)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(51, 33), (85, 103), (199, 223)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(51, 33), (85, 103), (108, 78)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(51, 33), (108, 78), (151, 97)]",010 - I,101 - I
,3.0,"(0, 5, 7)","[(51, 33), (108, 78), (204, 111)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(51, 33), (151, 97), (204, 111)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(85, 103), (199, 223), (191, 183)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(199, 223), (191, 183), (155, 129)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(199, 223), (191, 183), (204, 111)]",011 - I,100 - I
,3.0,"(3, 6, 7)","[(191, 183), (151, 97), (204, 111)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(155, 129), (151, 97), (204, 111)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(108, 78), (151, 97), (204, 111)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(51, 33), (85, 103), (199, 223), (191, 183)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(51, 33), (85, 103), (199, 223), (108, 78)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(51, 33), (85, 103), (155, 129), (108, 78)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(51, 33), (85, 103), (108, 78), (151, 97)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(51, 33), (108, 78), (151, 97), (204, 111)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
