PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(223, 140)",2.0,"(0, 1)","[(223, 140), (230, 82)]",01 - B,10 - B
"(230, 82)",2.0,"(0, 6)","[(223, 140), (143, 153)]",01 - B,10 - B
"(26, 56)",2.0,"(0, 7)","[(223, 140), (41, 199)]",01 - B,10 - B
"(49, 100)",2.0,"(1, 2)","[(230, 82), (26, 56)]",10 - B,01 - B
"(55, 129)",2.0,"(2, 3)","[(26, 56), (49, 100)]",01 - B,10 - B
"(94, 145)",2.0,"(2, 7)","[(26, 56), (41, 199)]",01 - B,10 - B
"(143, 153)",2.0,"(4, 7)","[(55, 129), (41, 199)]",01 - B,10 - B
"(41, 199)",2.0,"(5, 7)","[(94, 145), (41, 199)]",01 - B,10 - B
,2.0,"(6, 7)","[(143, 153), (41, 199)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(223, 140), (230, 82), (26, 56)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(223, 140), (230, 82), (143, 153)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(223, 140), (143, 153), (41, 199)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(230, 82), (26, 56), (49, 100)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(26, 56), (49, 100), (55, 129)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(26, 56), (49, 100), (41, 199)]",011 - I,100 - I
,3.0,"(2, 4, 7)","[(26, 56), (55, 129), (41, 199)]",001 - I,110 - I
,3.0,"(3, 4, 7)","[(49, 100), (55, 129), (41, 199)]",101 - I,010 - I
,3.0,"(4, 5, 7)","[(55, 129), (94, 145), (41, 199)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(94, 145), (143, 153), (41, 199)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(223, 140), (230, 82), (26, 56), (49, 100)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(223, 140), (230, 82), (26, 56), (143, 153)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(223, 140), (230, 82), (94, 145), (143, 153)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(223, 140), (230, 82), (143, 153), (41, 199)]",0111 - I,1000 - I
,4.0,"(0, 5, 6, 7)","[(223, 140), (94, 145), (143, 153), (41, 199)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
