PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,10100110
"(79, 154)",2.0,"(0, 1)","[(79, 154), (151, 232)]",01 - B,10 - B
"(151, 232)",2.0,"(0, 7)","[(79, 154), (27, 23)]",01 - B,10 - B
"(229, 176)",2.0,"(1, 2)","[(151, 232), (229, 176)]",10 - B,01 - B
"(167, 145)",2.0,"(2, 3)","[(229, 176), (167, 145)]",01 - B,10 - B
"(116, 140)",2.0,"(2, 7)","[(229, 176), (27, 23)]",01 - B,10 - B
"(113, 107)",2.0,"(5, 7)","[(113, 107), (27, 23)]",01 - B,10 - B
"(95, 124)",2.0,"(6, 7)","[(95, 124), (27, 23)]",01 - B,10 - B
"(27, 23)",3.0,"(0, 1, 2)","[(79, 154), (151, 232), (229, 176)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(79, 154), (151, 232), (116, 140)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(79, 154), (151, 232), (95, 124)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(79, 154), (151, 232), (27, 23)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(79, 154), (95, 124), (27, 23)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(151, 232), (229, 176), (167, 145)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(229, 176), (167, 145), (113, 107)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(229, 176), (167, 145), (27, 23)]",011 - I,100 - I
,3.0,"(2, 5, 7)","[(229, 176), (113, 107), (27, 23)]",001 - I,110 - I
,3.0,"(3, 5, 7)","[(167, 145), (113, 107), (27, 23)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(113, 107), (95, 124), (27, 23)]",001 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(79, 154), (151, 232), (229, 176), (167, 145)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(79, 154), (151, 232), (229, 176), (116, 140)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(79, 154), (151, 232), (116, 140), (95, 124)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(79, 154), (151, 232), (95, 124), (27, 23)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(79, 154), (116, 140), (95, 124), (27, 23)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(79, 154), (113, 107), (95, 124), (27, 23)]",0001 - I,1110 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
