PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(208, 243)",2.0,"(0, 1)","[(208, 243), (191, 182)]",01 - B,10 - B
"(191, 182)",2.0,"(0, 6)","[(208, 243), (154, 225)]",01 - B,10 - B
"(98, 12)",2.0,"(0, 7)","[(208, 243), (105, 213)]",00 - M,11 - M
"(69, 128)",2.0,"(1, 2)","[(191, 182), (98, 12)]",10 - B,01 - B
"(110, 168)",2.0,"(2, 3)","[(98, 12), (69, 128)]",01 - B,10 - B
"(31, 161)",2.0,"(2, 5)","[(98, 12), (31, 161)]",01 - B,10 - B
"(154, 225)",2.0,"(3, 5)","[(69, 128), (31, 161)]",11 - M,00 - M
"(105, 213)",2.0,"(5, 7)","[(31, 161), (105, 213)]",10 - B,01 - B
,2.0,"(6, 7)","[(154, 225), (105, 213)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(208, 243), (191, 182), (98, 12)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(208, 243), (191, 182), (154, 225)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(208, 243), (154, 225), (105, 213)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(191, 182), (98, 12), (69, 128)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(98, 12), (69, 128), (110, 168)]",010 - I,101 - I
,3.0,"(2, 3, 5)","[(98, 12), (69, 128), (31, 161)]",011 - I,100 - I
,3.0,"(3, 5, 7)","[(69, 128), (31, 161), (105, 213)]",110 - I,001 - I
,3.0,"(5, 6, 7)","[(31, 161), (154, 225), (105, 213)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(208, 243), (191, 182), (98, 12), (69, 128)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(208, 243), (191, 182), (98, 12), (110, 168)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 6)","[(208, 243), (191, 182), (98, 12), (154, 225)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(208, 243), (191, 182), (110, 168), (154, 225)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(208, 243), (191, 182), (154, 225), (105, 213)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(208, 243), (31, 161), (154, 225), (105, 213)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
