PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(250, 219)",2.0,"(0, 1)","[(250, 219), (220, 43)]",01 - B,10 - B
"(220, 43)",2.0,"(0, 3)","[(250, 219), (181, 161)]",01 - B,10 - B
"(162, 135)",2.0,"(0, 4)","[(250, 219), (168, 169)]",00 - M,11 - M
"(181, 161)",2.0,"(0, 6)","[(250, 219), (149, 174)]",01 - B,10 - B
"(168, 169)",2.0,"(0, 7)","[(250, 219), (19, 139)]",01 - B,10 - B
"(84, 132)",2.0,"(1, 2)","[(220, 43), (162, 135)]",10 - B,01 - B
"(149, 174)",2.0,"(1, 5)","[(220, 43), (84, 132)]",10 - B,01 - B
"(19, 139)",2.0,"(1, 7)","[(220, 43), (19, 139)]",11 - M,00 - M
,2.0,"(5, 7)","[(84, 132), (19, 139)]",01 - B,10 - B
,2.0,"(6, 7)","[(149, 174), (19, 139)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(250, 219), (220, 43), (162, 135)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(250, 219), (220, 43), (181, 161)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(250, 219), (181, 161), (168, 169)]",010 - I,101 - I
,3.0,"(0, 4, 6)","[(250, 219), (168, 169), (149, 174)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(250, 219), (149, 174), (19, 139)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(220, 43), (162, 135), (181, 161)]",101 - I,010 - I
,3.0,"(1, 2, 5)","[(220, 43), (162, 135), (84, 132)]",100 - I,011 - I
,3.0,"(1, 5, 7)","[(220, 43), (84, 132), (19, 139)]",101 - I,010 - I
,3.0,"(2, 5, 7)","[(162, 135), (84, 132), (19, 139)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(84, 132), (149, 174), (19, 139)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(250, 219), (220, 43), (162, 135), (181, 161)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(250, 219), (220, 43), (181, 161), (168, 169)]",0110 - B,1001 - B
,4.0,"(0, 3, 4, 6)","[(250, 219), (181, 161), (168, 169), (149, 174)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(250, 219), (168, 169), (149, 174), (19, 139)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(250, 219), (84, 132), (149, 174), (19, 139)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
