PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(132, 241)",2.0,"(0, 1)","[(132, 241), (253, 81)]",01 - B,10 - B
"(253, 81)",2.0,"(0, 3)","[(132, 241), (138, 212)]",01 - B,10 - B
"(205, 77)",2.0,"(0, 4)","[(132, 241), (128, 213)]",00 - M,11 - M
"(138, 212)",2.0,"(0, 7)","[(132, 241), (2, 16)]",01 - B,10 - B
"(128, 213)",2.0,"(1, 2)","[(253, 81), (205, 77)]",10 - B,01 - B
"(112, 161)",2.0,"(1, 7)","[(253, 81), (2, 16)]",11 - M,00 - M
"(90, 108)",2.0,"(2, 7)","[(205, 77), (2, 16)]",01 - B,10 - B
"(2, 16)",2.0,"(6, 7)","[(90, 108), (2, 16)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(132, 241), (253, 81), (205, 77)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(132, 241), (253, 81), (138, 212)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(132, 241), (138, 212), (128, 213)]",010 - I,101 - I
,3.0,"(0, 4, 7)","[(132, 241), (128, 213), (2, 16)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(132, 241), (90, 108), (2, 16)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(253, 81), (205, 77), (138, 212)]",101 - I,010 - I
,3.0,"(1, 2, 6)","[(253, 81), (205, 77), (90, 108)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(253, 81), (205, 77), (2, 16)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(205, 77), (90, 108), (2, 16)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(112, 161), (90, 108), (2, 16)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(132, 241), (253, 81), (205, 77), (138, 212)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(132, 241), (253, 81), (138, 212), (128, 213)]",0110 - B,1001 - B
,4.0,"(0, 3, 4, 5)","[(132, 241), (138, 212), (128, 213), (112, 161)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 7)","[(132, 241), (138, 212), (128, 213), (2, 16)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 7)","[(132, 241), (128, 213), (112, 161), (2, 16)]",0011 - B,1100 - B
,4.0,"(0, 4, 6, 7)","[(132, 241), (128, 213), (90, 108), (2, 16)]",0001 - I,1110 - I
,4.0,"(0, 5, 6, 7)","[(132, 241), (112, 161), (90, 108), (2, 16)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
