PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(29, 199)",2.0,"(0, 1)","[(29, 199), (104, 183)]",01 - B,10 - B
"(104, 183)",2.0,"(0, 6)","[(29, 199), (26, 120)]",01 - B,10 - B
"(248, 104)",2.0,"(0, 7)","[(29, 199), (8, 54)]",01 - B,10 - B
"(135, 139)",2.0,"(1, 2)","[(104, 183), (248, 104)]",10 - B,01 - B
"(61, 141)",2.0,"(2, 3)","[(248, 104), (135, 139)]",01 - B,10 - B
"(70, 85)",2.0,"(2, 5)","[(248, 104), (70, 85)]",00 - M,11 - M
"(26, 120)",2.0,"(2, 7)","[(248, 104), (8, 54)]",01 - B,10 - B
"(8, 54)",2.0,"(5, 7)","[(70, 85), (8, 54)]",01 - B,10 - B
,2.0,"(6, 7)","[(26, 120), (8, 54)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(29, 199), (104, 183), (248, 104)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(29, 199), (104, 183), (135, 139)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(29, 199), (104, 183), (61, 141)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(29, 199), (104, 183), (26, 120)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(29, 199), (61, 141), (26, 120)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(29, 199), (26, 120), (8, 54)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(104, 183), (248, 104), (135, 139)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(248, 104), (135, 139), (70, 85)]",010 - I,101 - I
,3.0,"(2, 5, 7)","[(248, 104), (70, 85), (8, 54)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(70, 85), (26, 120), (8, 54)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(29, 199), (104, 183), (248, 104), (135, 139)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(29, 199), (104, 183), (135, 139), (61, 141)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(29, 199), (104, 183), (61, 141), (26, 120)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(29, 199), (61, 141), (26, 120), (8, 54)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(29, 199), (70, 85), (26, 120), (8, 54)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
