PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(249, 52)",2.0,"(0, 1)","[(249, 52), (23, 48)]",01 - B,10 - B
"(23, 48)",2.0,"(0, 6)","[(249, 52), (146, 189)]",01 - B,10 - B
"(9, 162)",2.0,"(0, 7)","[(249, 52), (138, 208)]",01 - B,10 - B
"(40, 154)",2.0,"(1, 2)","[(23, 48), (9, 162)]",10 - B,01 - B
"(65, 158)",2.0,"(2, 3)","[(9, 162), (40, 154)]",01 - B,10 - B
"(112, 187)",2.0,"(2, 7)","[(9, 162), (138, 208)]",01 - B,10 - B
"(146, 189)",2.0,"(5, 7)","[(112, 187), (138, 208)]",01 - B,10 - B
"(138, 208)",2.0,"(6, 7)","[(146, 189), (138, 208)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(249, 52), (23, 48), (9, 162)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(249, 52), (23, 48), (40, 154)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(249, 52), (23, 48), (65, 158)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(249, 52), (23, 48), (146, 189)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(249, 52), (146, 189), (138, 208)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(23, 48), (9, 162), (40, 154)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(9, 162), (40, 154), (65, 158)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(9, 162), (40, 154), (138, 208)]",011 - I,100 - I
,3.0,"(2, 5, 7)","[(9, 162), (112, 187), (138, 208)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(112, 187), (146, 189), (138, 208)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(249, 52), (23, 48), (9, 162), (40, 154)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(249, 52), (23, 48), (40, 154), (65, 158)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(249, 52), (23, 48), (65, 158), (146, 189)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(249, 52), (23, 48), (112, 187), (146, 189)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(249, 52), (23, 48), (146, 189), (138, 208)]",0111 - I,1000 - I
,4.0,"(0, 5, 6, 7)","[(249, 52), (112, 187), (146, 189), (138, 208)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
