PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(7, 25)",2.0,"(0, 1)","[(7, 25), (44, 230)]",01 - B,10 - B
"(44, 230)",2.0,"(0, 3)","[(7, 25), (88, 141)]",01 - B,10 - B
"(67, 192)",2.0,"(0, 6)","[(7, 25), (204, 121)]",00 - M,11 - M
"(88, 141)",2.0,"(0, 7)","[(7, 25), (249, 123)]",01 - B,10 - B
"(144, 170)",2.0,"(1, 2)","[(44, 230), (67, 192)]",10 - B,01 - B
"(156, 139)",2.0,"(1, 4)","[(44, 230), (144, 170)]",10 - B,01 - B
"(204, 121)",2.0,"(1, 7)","[(44, 230), (249, 123)]",11 - M,00 - M
"(249, 123)",2.0,"(4, 7)","[(144, 170), (249, 123)]",01 - B,10 - B
,2.0,"(6, 7)","[(204, 121), (249, 123)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(7, 25), (44, 230), (67, 192)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(7, 25), (44, 230), (88, 141)]",011 - I,100 - I
,3.0,"(0, 2, 3)","[(7, 25), (67, 192), (88, 141)]",001 - I,110 - I
,3.0,"(0, 3, 5)","[(7, 25), (88, 141), (156, 139)]",011 - I,100 - I
,3.0,"(0, 3, 6)","[(7, 25), (88, 141), (204, 121)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(7, 25), (204, 121), (249, 123)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(44, 230), (67, 192), (88, 141)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(44, 230), (67, 192), (144, 170)]",100 - I,011 - I
,3.0,"(1, 4, 7)","[(44, 230), (144, 170), (249, 123)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(144, 170), (204, 121), (249, 123)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(156, 139), (204, 121), (249, 123)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(7, 25), (44, 230), (67, 192), (88, 141)]",0101 - B,1010 - B
,4.0,"(0, 2, 3, 5)","[(7, 25), (67, 192), (88, 141), (156, 139)]",0011 - B,1100 - B
,4.0,"(0, 3, 5, 6)","[(7, 25), (88, 141), (156, 139), (204, 121)]",0110 - B,1001 - B
,4.0,"(0, 3, 6, 7)","[(7, 25), (88, 141), (204, 121), (249, 123)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(7, 25), (156, 139), (204, 121), (249, 123)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
