PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(75, 245)",2.0,"(0, 1)","[(75, 245), (252, 117)]",01 - B,10 - B
"(252, 117)",2.0,"(0, 5)","[(75, 245), (98, 176)]",01 - B,10 - B
"(218, 106)",2.0,"(0, 7)","[(75, 245), (25, 10)]",01 - B,10 - B
"(188, 115)",2.0,"(1, 2)","[(252, 117), (218, 106)]",10 - B,01 - B
"(122, 128)",2.0,"(1, 7)","[(252, 117), (25, 10)]",11 - M,00 - M
"(98, 176)",2.0,"(2, 7)","[(218, 106), (25, 10)]",01 - B,10 - B
"(116, 103)",2.0,"(6, 7)","[(116, 103), (25, 10)]",01 - B,10 - B
"(25, 10)",3.0,"(0, 1, 2)","[(75, 245), (252, 117), (218, 106)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(75, 245), (252, 117), (98, 176)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(75, 245), (122, 128), (98, 176)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(75, 245), (98, 176), (25, 10)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(75, 245), (116, 103), (25, 10)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(252, 117), (218, 106), (188, 115)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(252, 117), (218, 106), (25, 10)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(218, 106), (116, 103), (25, 10)]",001 - I,110 - I
,3.0,"(4, 6, 7)","[(122, 128), (116, 103), (25, 10)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(98, 176), (116, 103), (25, 10)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(75, 245), (252, 117), (218, 106), (188, 115)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(75, 245), (252, 117), (218, 106), (98, 176)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 5)","[(75, 245), (252, 117), (188, 115), (98, 176)]",0111 - I,1000 - I
,4.0,"(0, 1, 4, 5)","[(75, 245), (252, 117), (122, 128), (98, 176)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 5)","[(75, 245), (188, 115), (122, 128), (98, 176)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(75, 245), (122, 128), (98, 176), (116, 103)]",0010 - I,1101 - I
,4.0,"(0, 4, 5, 7)","[(75, 245), (122, 128), (98, 176), (25, 10)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(75, 245), (98, 176), (116, 103), (25, 10)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
