PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(112, 189)",2.0,"(0, 1)","[(112, 189), (133, 198)]",01 - B,10 - B
"(133, 198)",2.0,"(0, 7)","[(112, 189), (48, 58)]",01 - B,10 - B
"(207, 116)",2.0,"(1, 2)","[(133, 198), (207, 116)]",10 - B,01 - B
"(143, 115)",2.0,"(2, 3)","[(207, 116), (143, 115)]",01 - B,10 - B
"(132, 98)",2.0,"(2, 4)","[(207, 116), (132, 98)]",00 - M,11 - M
"(117, 133)",2.0,"(2, 7)","[(207, 116), (48, 58)]",01 - B,10 - B
"(98, 126)",2.0,"(4, 7)","[(132, 98), (48, 58)]",01 - B,10 - B
"(48, 58)",2.0,"(6, 7)","[(98, 126), (48, 58)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(112, 189), (133, 198), (207, 116)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(112, 189), (133, 198), (117, 133)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(112, 189), (133, 198), (98, 126)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(112, 189), (133, 198), (48, 58)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(112, 189), (98, 126), (48, 58)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(133, 198), (207, 116), (143, 115)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(207, 116), (143, 115), (132, 98)]",010 - I,101 - I
,3.0,"(2, 4, 7)","[(207, 116), (132, 98), (48, 58)]",001 - I,110 - I
,3.0,"(3, 4, 7)","[(143, 115), (132, 98), (48, 58)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(132, 98), (98, 126), (48, 58)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(117, 133), (98, 126), (48, 58)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(112, 189), (133, 198), (207, 116), (143, 115)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(112, 189), (133, 198), (207, 116), (117, 133)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(112, 189), (133, 198), (117, 133), (98, 126)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(112, 189), (133, 198), (98, 126), (48, 58)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(112, 189), (117, 133), (98, 126), (48, 58)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
