PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(13, 65)",2.0,"(0, 1)","[(13, 65), (141, 233)]",01 - B,10 - B
"(141, 233)",2.0,"(0, 3)","[(13, 65), (139, 198)]",01 - B,10 - B
"(148, 211)",2.0,"(0, 6)","[(13, 65), (173, 37)]",01 - B,10 - B
"(139, 198)",2.0,"(0, 7)","[(13, 65), (242, 22)]",00 - M,11 - M
"(149, 165)",2.0,"(1, 2)","[(141, 233), (148, 211)]",10 - B,01 - B
"(162, 136)",2.0,"(1, 7)","[(141, 233), (242, 22)]",10 - B,01 - B
"(173, 37)",2.0,"(2, 7)","[(148, 211), (242, 22)]",00 - M,11 - M
"(242, 22)",2.0,"(5, 7)","[(162, 136), (242, 22)]",10 - B,01 - B
,2.0,"(6, 7)","[(173, 37), (242, 22)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(13, 65), (141, 233), (148, 211)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(13, 65), (141, 233), (139, 198)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(13, 65), (139, 198), (149, 165)]",010 - I,101 - I
,3.0,"(0, 3, 6)","[(13, 65), (139, 198), (173, 37)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(13, 65), (149, 165), (173, 37)]",001 - I,110 - I
,3.0,"(0, 5, 6)","[(13, 65), (162, 136), (173, 37)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(13, 65), (173, 37), (242, 22)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(141, 233), (148, 211), (139, 198)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(141, 233), (148, 211), (242, 22)]",100 - I,011 - I
,3.0,"(2, 5, 7)","[(148, 211), (162, 136), (242, 22)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(162, 136), (173, 37), (242, 22)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(13, 65), (141, 233), (148, 211), (139, 198)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(13, 65), (141, 233), (139, 198), (149, 165)]",0110 - B,1001 - B
,4.0,"(0, 3, 4, 6)","[(13, 65), (139, 198), (149, 165), (173, 37)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(13, 65), (149, 165), (162, 136), (173, 37)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(13, 65), (162, 136), (173, 37), (242, 22)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
