PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,01010110,10101001,10101100
"(26, 44)",2.0,"(0, 1)","[(26, 44), (49, 106)]",01 - B,01 - B,10 - B,10 - B
"(49, 106)",2.0,"(0, 6)","[(26, 44), (76, 69)]",01 - B,01 - B,10 - B,10 - B
"(229, 212)",2.0,"(0, 7)","[(26, 44), (131, 85)]",01 - B,00 - M,11 - M,10 - B
"(223, 195)",2.0,"(1, 2)","[(49, 106), (229, 212)]",10 - B,10 - B,01 - B,01 - B
"(171, 145)",2.0,"(2, 3)","[(229, 212), (223, 195)]",01 - B,01 - B,10 - B,10 - B
"(221, 170)",2.0,"(2, 5)","[(229, 212), (221, 170)]",00 - M,01 - B,10 - B,11 - M
"(76, 69)",2.0,"(3, 5)","[(223, 195), (221, 170)]",10 - B,11 - M,00 - M,01 - B
"(131, 85)",2.0,"(5, 7)","[(221, 170), (131, 85)]",01 - B,10 - B,01 - B,10 - B
,2.0,"(6, 7)","[(76, 69), (131, 85)]",11 - M,10 - B,01 - B,00 - M
,3.0,"(0, 1, 2)","[(26, 44), (49, 106), (229, 212)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 6)","[(26, 44), (49, 106), (76, 69)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 6, 7)","[(26, 44), (76, 69), (131, 85)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(1, 2, 3)","[(49, 106), (229, 212), (223, 195)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(2, 3, 5)","[(229, 212), (223, 195), (221, 170)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(3, 5, 7)","[(223, 195), (221, 170), (131, 85)]",101 - I,110 - I,001 - I,010 - I
,3.0,"(4, 5, 7)","[(171, 145), (221, 170), (131, 85)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(221, 170), (76, 69), (131, 85)]",011 - I,110 - I,001 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(26, 44), (49, 106), (229, 212), (223, 195)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(26, 44), (49, 106), (229, 212), (76, 69)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(26, 44), (49, 106), (171, 145), (76, 69)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(26, 44), (49, 106), (76, 69), (131, 85)]",0111 - I,0110 - B,1001 - B,1000 - I
,4.0,"(0, 4, 6, 7)","[(26, 44), (171, 145), (76, 69), (131, 85)]",0011 - B,0010 - I,1101 - I,1100 - B
,4.0,"(0, 5, 6, 7)","[(26, 44), (221, 170), (76, 69), (131, 85)]",0011 - B,0110 - B,1001 - B,1100 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
