PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(238, 118)",2.0,"(0, 1)","[(238, 118), (17, 27)]",01 - B,10 - B
"(17, 27)",2.0,"(0, 3)","[(238, 118), (135, 125)]",01 - B,10 - B
"(31, 127)",2.0,"(0, 7)","[(238, 118), (27, 228)]",01 - B,10 - B
"(135, 125)",2.0,"(1, 2)","[(17, 27), (31, 127)]",10 - B,01 - B
"(72, 133)",2.0,"(1, 7)","[(17, 27), (27, 228)]",11 - M,00 - M
"(84, 139)",2.0,"(2, 7)","[(31, 127), (27, 228)]",01 - B,10 - B
"(93, 148)",2.0,"(6, 7)","[(93, 148), (27, 228)]",01 - B,10 - B
"(27, 228)",3.0,"(0, 1, 2)","[(238, 118), (17, 27), (31, 127)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(238, 118), (17, 27), (135, 125)]",011 - I,100 - I
,3.0,"(0, 3, 6)","[(238, 118), (135, 125), (93, 148)]",010 - I,101 - I
,3.0,"(0, 3, 7)","[(238, 118), (135, 125), (27, 228)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(238, 118), (93, 148), (27, 228)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(17, 27), (31, 127), (135, 125)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(17, 27), (31, 127), (72, 133)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(17, 27), (31, 127), (27, 228)]",101 - I,010 - I
,3.0,"(2, 4, 7)","[(31, 127), (72, 133), (27, 228)]",001 - I,110 - I
,3.0,"(2, 6, 7)","[(31, 127), (93, 148), (27, 228)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(84, 139), (93, 148), (27, 228)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(238, 118), (17, 27), (31, 127), (135, 125)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(238, 118), (17, 27), (135, 125), (72, 133)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 5)","[(238, 118), (17, 27), (135, 125), (84, 139)]",0111 - I,1000 - I
,4.0,"(0, 1, 3, 6)","[(238, 118), (17, 27), (135, 125), (93, 148)]",0110 - B,1001 - B
,4.0,"(0, 3, 5, 6)","[(238, 118), (135, 125), (84, 139), (93, 148)]",0110 - B,1001 - B
,4.0,"(0, 3, 6, 7)","[(238, 118), (135, 125), (93, 148), (27, 228)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(238, 118), (84, 139), (93, 148), (27, 228)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
