PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(133, 236)",2.0,"(0, 1)","[(133, 236), (253, 188)]",01 - B,10 - B
"(253, 188)",2.0,"(0, 6)","[(133, 236), (128, 200)]",01 - B,10 - B
"(194, 166)",2.0,"(0, 7)","[(133, 236), (1, 20)]",00 - M,11 - M
"(151, 157)",2.0,"(1, 2)","[(253, 188), (194, 166)]",10 - B,01 - B
"(139, 190)",2.0,"(1, 7)","[(253, 188), (1, 20)]",10 - B,01 - B
"(130, 159)",2.0,"(2, 7)","[(194, 166), (1, 20)]",00 - M,11 - M
"(128, 200)",2.0,"(3, 7)","[(151, 157), (1, 20)]",10 - B,01 - B
"(1, 20)",2.0,"(5, 7)","[(130, 159), (1, 20)]",10 - B,01 - B
,2.0,"(6, 7)","[(128, 200), (1, 20)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(133, 236), (253, 188), (194, 166)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(133, 236), (253, 188), (128, 200)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(133, 236), (139, 190), (128, 200)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(133, 236), (128, 200), (1, 20)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(253, 188), (194, 166), (151, 157)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(253, 188), (194, 166), (1, 20)]",100 - I,011 - I
,3.0,"(2, 3, 7)","[(194, 166), (151, 157), (1, 20)]",010 - I,101 - I
,3.0,"(3, 5, 7)","[(151, 157), (130, 159), (1, 20)]",110 - I,001 - I
,3.0,"(5, 6, 7)","[(130, 159), (128, 200), (1, 20)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(133, 236), (253, 188), (194, 166), (151, 157)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(133, 236), (253, 188), (194, 166), (139, 190)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 6)","[(133, 236), (253, 188), (194, 166), (128, 200)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(133, 236), (253, 188), (139, 190), (128, 200)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(133, 236), (139, 190), (130, 159), (128, 200)]",0011 - B,1100 - B
,4.0,"(0, 4, 6, 7)","[(133, 236), (139, 190), (128, 200), (1, 20)]",0010 - I,1101 - I
,4.0,"(0, 5, 6, 7)","[(133, 236), (130, 159), (128, 200), (1, 20)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
