PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(16, 22)",2.0,"(0, 1)","[(16, 22), (104, 160)]",01 - B,10 - B
"(104, 160)",2.0,"(0, 4)","[(16, 22), (114, 121)]",00 - M,11 - M
"(170, 234)",2.0,"(0, 7)","[(16, 22), (240, 66)]",01 - B,10 - B
"(133, 167)",2.0,"(1, 2)","[(104, 160), (170, 234)]",10 - B,01 - B
"(114, 121)",2.0,"(2, 3)","[(170, 234), (133, 167)]",01 - B,10 - B
"(151, 134)",2.0,"(2, 7)","[(170, 234), (240, 66)]",01 - B,10 - B
"(162, 132)",2.0,"(6, 7)","[(162, 132), (240, 66)]",01 - B,10 - B
"(240, 66)",3.0,"(0, 1, 2)","[(16, 22), (104, 160), (170, 234)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(16, 22), (104, 160), (133, 167)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(16, 22), (104, 160), (114, 121)]",010 - I,101 - I
,3.0,"(0, 4, 7)","[(16, 22), (114, 121), (240, 66)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(16, 22), (162, 132), (240, 66)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(104, 160), (170, 234), (133, 167)]",101 - I,010 - I
,3.0,"(2, 3, 6)","[(170, 234), (133, 167), (162, 132)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(170, 234), (133, 167), (240, 66)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(170, 234), (162, 132), (240, 66)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(151, 134), (162, 132), (240, 66)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(16, 22), (104, 160), (170, 234), (133, 167)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(16, 22), (104, 160), (133, 167), (114, 121)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 5)","[(16, 22), (104, 160), (114, 121), (151, 134)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 7)","[(16, 22), (104, 160), (114, 121), (240, 66)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 7)","[(16, 22), (114, 121), (151, 134), (240, 66)]",0011 - B,1100 - B
,4.0,"(0, 4, 6, 7)","[(16, 22), (114, 121), (162, 132), (240, 66)]",0001 - I,1110 - I
,4.0,"(0, 5, 6, 7)","[(16, 22), (151, 134), (162, 132), (240, 66)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
