PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,01011001,10100110,10101100
"(56, 178)",2.0,"(0, 1)","[(56, 178), (106, 167)]",01 - B,01 - B,10 - B,10 - B
"(106, 167)",2.0,"(0, 6)","[(56, 178), (72, 136)]",01 - B,00 - M,11 - M,10 - B
"(199, 129)",2.0,"(0, 7)","[(56, 178), (57, 77)]",01 - B,01 - B,10 - B,10 - B
"(125, 152)",2.0,"(1, 2)","[(106, 167), (199, 129)]",10 - B,10 - B,01 - B,01 - B
"(92, 137)",2.0,"(2, 3)","[(199, 129), (125, 152)]",01 - B,01 - B,10 - B,10 - B
"(90, 126)",2.0,"(2, 7)","[(199, 129), (57, 77)]",01 - B,01 - B,10 - B,10 - B
"(72, 136)",2.0,"(5, 7)","[(90, 126), (57, 77)]",01 - B,01 - B,10 - B,10 - B
"(57, 77)",2.0,"(6, 7)","[(72, 136), (57, 77)]",11 - M,01 - B,10 - B,00 - M
,3.0,"(0, 1, 2)","[(56, 178), (106, 167), (199, 129)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 3)","[(56, 178), (106, 167), (125, 152)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 1, 6)","[(56, 178), (106, 167), (72, 136)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(0, 6, 7)","[(56, 178), (72, 136), (57, 77)]",011 - I,001 - I,110 - I,100 - I
,3.0,"(1, 2, 3)","[(106, 167), (199, 129), (125, 152)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(2, 3, 5)","[(199, 129), (125, 152), (90, 126)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(2, 3, 7)","[(199, 129), (125, 152), (57, 77)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(2, 5, 7)","[(199, 129), (90, 126), (57, 77)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(5, 6, 7)","[(90, 126), (72, 136), (57, 77)]",011 - I,001 - I,110 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(56, 178), (106, 167), (199, 129), (125, 152)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(56, 178), (106, 167), (125, 152), (92, 137)]",0110 - B,0111 - I,1000 - I,1001 - B
,4.0,"(0, 1, 3, 6)","[(56, 178), (106, 167), (125, 152), (72, 136)]",0111 - I,0110 - B,1001 - B,1000 - I
,4.0,"(0, 1, 4, 6)","[(56, 178), (106, 167), (92, 137), (72, 136)]",0101 - B,0110 - B,1001 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(56, 178), (106, 167), (72, 136), (57, 77)]",0111 - I,0101 - B,1010 - B,1000 - I
,4.0,"(0, 4, 6, 7)","[(56, 178), (92, 137), (72, 136), (57, 77)]",0011 - B,0101 - B,1010 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(56, 178), (90, 126), (72, 136), (57, 77)]",0011 - B,0001 - I,1110 - I,1100 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
