PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(21, 96)",2.0,"(0, 1)","[(21, 96), (135, 232)]",01 - B,10 - B
"(135, 232)",2.0,"(0, 6)","[(21, 96), (73, 104)]",01 - B,10 - B
"(210, 200)",2.0,"(0, 7)","[(21, 96), (234, 24)]",01 - B,10 - B
"(206, 193)",2.0,"(1, 2)","[(135, 232), (210, 200)]",10 - B,01 - B
"(177, 170)",2.0,"(2, 3)","[(210, 200), (206, 193)]",01 - B,10 - B
"(158, 147)",2.0,"(2, 7)","[(210, 200), (234, 24)]",01 - B,10 - B
"(73, 104)",2.0,"(3, 7)","[(206, 193), (234, 24)]",11 - M,00 - M
"(234, 24)",2.0,"(5, 7)","[(158, 147), (234, 24)]",01 - B,10 - B
,2.0,"(6, 7)","[(73, 104), (234, 24)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(21, 96), (135, 232), (210, 200)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(21, 96), (135, 232), (73, 104)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(21, 96), (158, 147), (73, 104)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(21, 96), (73, 104), (234, 24)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(135, 232), (210, 200), (206, 193)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(210, 200), (206, 193), (177, 170)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(210, 200), (206, 193), (234, 24)]",011 - I,100 - I
,3.0,"(3, 5, 7)","[(206, 193), (158, 147), (234, 24)]",101 - I,010 - I
,3.0,"(4, 5, 7)","[(177, 170), (158, 147), (234, 24)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(158, 147), (73, 104), (234, 24)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(21, 96), (135, 232), (210, 200), (206, 193)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(21, 96), (135, 232), (210, 200), (73, 104)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(21, 96), (135, 232), (177, 170), (73, 104)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(21, 96), (135, 232), (158, 147), (73, 104)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(21, 96), (158, 147), (73, 104), (234, 24)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
