PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,01010110,10101001,10101010
"(4, 21)",2.0,"(0, 1)","[(4, 21), (78, 234)]",01 - B,01 - B,10 - B,10 - B
"(78, 234)",2.0,"(0, 3)","[(4, 21), (118, 191)]",01 - B,01 - B,10 - B,10 - B
"(119, 207)",2.0,"(0, 5)","[(4, 21), (183, 133)]",01 - B,01 - B,10 - B,10 - B
"(118, 191)",2.0,"(0, 6)","[(4, 21), (202, 132)]",00 - M,01 - B,10 - B,11 - M
"(140, 179)",2.0,"(0, 7)","[(4, 21), (254, 146)]",01 - B,00 - M,11 - M,10 - B
"(183, 133)",2.0,"(1, 2)","[(78, 234), (119, 207)]",10 - B,10 - B,01 - B,01 - B
"(202, 132)",2.0,"(1, 7)","[(78, 234), (254, 146)]",11 - M,10 - B,01 - B,00 - M
"(254, 146)",2.0,"(2, 7)","[(119, 207), (254, 146)]",01 - B,00 - M,11 - M,10 - B
,2.0,"(6, 7)","[(202, 132), (254, 146)]",01 - B,10 - B,01 - B,10 - B
,3.0,"(0, 1, 2)","[(4, 21), (78, 234), (119, 207)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 3)","[(4, 21), (78, 234), (118, 191)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 3, 5)","[(4, 21), (118, 191), (183, 133)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 5, 6)","[(4, 21), (183, 133), (202, 132)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(0, 6, 7)","[(4, 21), (202, 132), (254, 146)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(1, 2, 3)","[(78, 234), (119, 207), (118, 191)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(1, 2, 7)","[(78, 234), (119, 207), (254, 146)]",101 - I,100 - I,011 - I,010 - I
,3.0,"(2, 6, 7)","[(119, 207), (202, 132), (254, 146)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(183, 133), (202, 132), (254, 146)]",101 - I,110 - I,001 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(4, 21), (78, 234), (119, 207), (118, 191)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(4, 21), (78, 234), (118, 191), (140, 179)]",0110 - B,0110 - B,1001 - B,1001 - B
,4.0,"(0, 1, 3, 5)","[(4, 21), (78, 234), (118, 191), (183, 133)]",0111 - I,0111 - I,1000 - I,1000 - I
,4.0,"(0, 3, 4, 5)","[(4, 21), (118, 191), (140, 179), (183, 133)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 3, 5, 6)","[(4, 21), (118, 191), (183, 133), (202, 132)]",0110 - B,0111 - I,1000 - I,1001 - B
,4.0,"(0, 4, 5, 6)","[(4, 21), (140, 179), (183, 133), (202, 132)]",0010 - I,0011 - B,1100 - B,1101 - I
,4.0,"(0, 5, 6, 7)","[(4, 21), (183, 133), (202, 132), (254, 146)]",0101 - B,0110 - B,1001 - B,1010 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
