PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(108, 187)",2.0,"(0, 1)","[(108, 187), (163, 162)]",01 - B,10 - B
"(163, 162)",2.0,"(0, 6)","[(108, 187), (79, 170)]",01 - B,10 - B
"(232, 85)",2.0,"(0, 7)","[(108, 187), (23, 154)]",00 - M,11 - M
"(120, 71)",2.0,"(1, 2)","[(163, 162), (232, 85)]",10 - B,01 - B
"(109, 113)",2.0,"(2, 3)","[(232, 85), (120, 71)]",01 - B,10 - B
"(80, 149)",2.0,"(3, 4)","[(120, 71), (109, 113)]",10 - B,01 - B
"(79, 170)",2.0,"(3, 7)","[(120, 71), (23, 154)]",10 - B,01 - B
"(23, 154)",2.0,"(5, 7)","[(80, 149), (23, 154)]",10 - B,01 - B
,2.0,"(6, 7)","[(79, 170), (23, 154)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(108, 187), (163, 162), (232, 85)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(108, 187), (163, 162), (79, 170)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(108, 187), (79, 170), (23, 154)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(163, 162), (232, 85), (120, 71)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(232, 85), (120, 71), (109, 113)]",010 - I,101 - I
,3.0,"(3, 4, 7)","[(120, 71), (109, 113), (23, 154)]",100 - I,011 - I
,3.0,"(3, 5, 7)","[(120, 71), (80, 149), (23, 154)]",110 - I,001 - I
,3.0,"(5, 6, 7)","[(80, 149), (79, 170), (23, 154)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(108, 187), (163, 162), (232, 85), (120, 71)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(108, 187), (163, 162), (232, 85), (109, 113)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 6)","[(108, 187), (163, 162), (232, 85), (79, 170)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(108, 187), (163, 162), (80, 149), (79, 170)]",0111 - I,1000 - I
,4.0,"(0, 1, 6, 7)","[(108, 187), (163, 162), (79, 170), (23, 154)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(108, 187), (80, 149), (79, 170), (23, 154)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
