PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,01010110,10101001,10101010
"(224, 145)",2.0,"(0, 1)","[(224, 145), (31, 97)]",01 - B,01 - B,10 - B,10 - B
"(31, 97)",2.0,"(0, 3)","[(224, 145), (149, 136)]",01 - B,01 - B,10 - B,10 - B
"(112, 128)",2.0,"(0, 6)","[(224, 145), (129, 146)]",00 - M,01 - B,10 - B,11 - M
"(149, 136)",2.0,"(0, 7)","[(224, 145), (58, 158)]",01 - B,00 - M,11 - M,10 - B
"(78, 132)",2.0,"(1, 2)","[(31, 97), (112, 128)]",10 - B,10 - B,01 - B,01 - B
"(118, 138)",2.0,"(1, 4)","[(31, 97), (78, 132)]",10 - B,10 - B,01 - B,01 - B
"(129, 146)",2.0,"(1, 7)","[(31, 97), (58, 158)]",11 - M,10 - B,01 - B,00 - M
"(58, 158)",2.0,"(4, 7)","[(78, 132), (58, 158)]",01 - B,00 - M,11 - M,10 - B
,2.0,"(6, 7)","[(129, 146), (58, 158)]",01 - B,10 - B,01 - B,10 - B
,3.0,"(0, 1, 2)","[(224, 145), (31, 97), (112, 128)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 3)","[(224, 145), (31, 97), (149, 136)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 2, 3)","[(224, 145), (112, 128), (149, 136)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(0, 3, 6)","[(224, 145), (149, 136), (129, 146)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(0, 6, 7)","[(224, 145), (129, 146), (58, 158)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(1, 2, 3)","[(31, 97), (112, 128), (149, 136)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(1, 2, 4)","[(31, 97), (112, 128), (78, 132)]",100 - I,100 - I,011 - I,011 - I
,3.0,"(1, 4, 7)","[(31, 97), (78, 132), (58, 158)]",101 - I,100 - I,011 - I,010 - I
,3.0,"(4, 6, 7)","[(78, 132), (129, 146), (58, 158)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(118, 138), (129, 146), (58, 158)]",101 - I,110 - I,001 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(224, 145), (31, 97), (112, 128), (149, 136)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 2, 3, 5)","[(224, 145), (112, 128), (149, 136), (118, 138)]",0011 - B,0011 - B,1100 - B,1100 - B
,4.0,"(0, 2, 3, 6)","[(224, 145), (112, 128), (149, 136), (129, 146)]",0010 - I,0011 - B,1100 - B,1101 - I
,4.0,"(0, 3, 5, 6)","[(224, 145), (149, 136), (118, 138), (129, 146)]",0110 - B,0111 - I,1000 - I,1001 - B
,4.0,"(0, 3, 6, 7)","[(224, 145), (149, 136), (129, 146), (58, 158)]",0101 - B,0110 - B,1001 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(224, 145), (118, 138), (129, 146), (58, 158)]",0101 - B,0110 - B,1001 - B,1010 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
