PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(234, 185)",2.0,"(0, 1)","[(234, 185), (235, 175)]",01 - B,10 - B
"(235, 175)",2.0,"(0, 7)","[(234, 185), (48, 120)]",01 - B,10 - B
"(187, 82)",2.0,"(1, 2)","[(235, 175), (187, 82)]",10 - B,01 - B
"(134, 92)",2.0,"(2, 3)","[(187, 82), (134, 92)]",01 - B,10 - B
"(93, 70)",2.0,"(2, 4)","[(187, 82), (93, 70)]",00 - M,11 - M
"(157, 128)",2.0,"(3, 4)","[(134, 92), (93, 70)]",10 - B,01 - B
"(133, 139)",2.0,"(4, 7)","[(93, 70), (48, 120)]",01 - B,10 - B
"(48, 120)",2.0,"(6, 7)","[(133, 139), (48, 120)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(234, 185), (235, 175), (187, 82)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(234, 185), (235, 175), (157, 128)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(234, 185), (235, 175), (133, 139)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(234, 185), (235, 175), (48, 120)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(234, 185), (133, 139), (48, 120)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(235, 175), (187, 82), (134, 92)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(187, 82), (134, 92), (93, 70)]",010 - I,101 - I
,3.0,"(3, 4, 7)","[(134, 92), (93, 70), (48, 120)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(93, 70), (133, 139), (48, 120)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(157, 128), (133, 139), (48, 120)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(234, 185), (235, 175), (187, 82), (134, 92)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(234, 185), (235, 175), (187, 82), (157, 128)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(234, 185), (235, 175), (157, 128), (133, 139)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(234, 185), (235, 175), (133, 139), (48, 120)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(234, 185), (157, 128), (133, 139), (48, 120)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
