PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01100101,10011010
"(242, 197)",2.0,"(0, 1)","[(242, 197), (249, 31)]",01 - B,10 - B
"(249, 31)",2.0,"(0, 5)","[(242, 197), (139, 205)]",01 - B,10 - B
"(73, 164)",2.0,"(0, 7)","[(242, 197), (120, 224)]",01 - B,10 - B
"(6, 201)",2.0,"(1, 2)","[(249, 31), (73, 164)]",11 - M,00 - M
"(125, 202)",2.0,"(1, 3)","[(249, 31), (6, 201)]",10 - B,01 - B
"(139, 205)",2.0,"(2, 3)","[(73, 164), (6, 201)]",10 - B,01 - B
"(112, 210)",2.0,"(3, 7)","[(6, 201), (120, 224)]",01 - B,10 - B
"(120, 224)",2.0,"(6, 7)","[(112, 210), (120, 224)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(242, 197), (249, 31), (73, 164)]",011 - I,100 - I
,3.0,"(0, 1, 5)","[(242, 197), (249, 31), (139, 205)]",011 - I,100 - I
,3.0,"(0, 5, 7)","[(242, 197), (139, 205), (120, 224)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(242, 197), (112, 210), (120, 224)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(249, 31), (73, 164), (6, 201)]",110 - I,001 - I
,3.0,"(2, 3, 6)","[(73, 164), (6, 201), (112, 210)]",100 - I,011 - I
,3.0,"(2, 3, 7)","[(73, 164), (6, 201), (120, 224)]",101 - I,010 - I
,3.0,"(3, 6, 7)","[(6, 201), (112, 210), (120, 224)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(139, 205), (112, 210), (120, 224)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(242, 197), (249, 31), (73, 164), (6, 201)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 4)","[(242, 197), (249, 31), (73, 164), (125, 202)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 5)","[(242, 197), (249, 31), (73, 164), (139, 205)]",0111 - I,1000 - I
,4.0,"(0, 1, 4, 5)","[(242, 197), (249, 31), (125, 202), (139, 205)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 7)","[(242, 197), (249, 31), (139, 205), (120, 224)]",0111 - I,1000 - I
,4.0,"(0, 4, 5, 7)","[(242, 197), (125, 202), (139, 205), (120, 224)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(242, 197), (139, 205), (112, 210), (120, 224)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
