PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(224, 245)",2.0,"(0, 1)","[(224, 245), (179, 11)]",01 - B,10 - B
"(179, 11)",2.0,"(0, 5)","[(224, 245), (162, 214)]",01 - B,10 - B
"(132, 153)",2.0,"(0, 6)","[(224, 245), (147, 215)]",01 - B,10 - B
"(101, 171)",2.0,"(0, 7)","[(224, 245), (32, 180)]",00 - M,11 - M
"(156, 207)",2.0,"(1, 2)","[(179, 11), (132, 153)]",10 - B,01 - B
"(162, 214)",2.0,"(1, 7)","[(179, 11), (32, 180)]",10 - B,01 - B
"(147, 215)",2.0,"(3, 7)","[(101, 171), (32, 180)]",10 - B,01 - B
"(32, 180)",2.0,"(6, 7)","[(147, 215), (32, 180)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(224, 245), (179, 11), (132, 153)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(224, 245), (179, 11), (162, 214)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(224, 245), (156, 207), (162, 214)]",001 - I,110 - I
,3.0,"(0, 5, 6)","[(224, 245), (162, 214), (147, 215)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(224, 245), (147, 215), (32, 180)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(179, 11), (132, 153), (101, 171)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(179, 11), (132, 153), (32, 180)]",100 - I,011 - I
,3.0,"(1, 3, 7)","[(179, 11), (101, 171), (32, 180)]",110 - I,001 - I
,3.0,"(2, 3, 7)","[(132, 153), (101, 171), (32, 180)]",010 - I,101 - I
,3.0,"(3, 6, 7)","[(101, 171), (147, 215), (32, 180)]",110 - I,001 - I
,3.0,"(5, 6, 7)","[(162, 214), (147, 215), (32, 180)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(224, 245), (179, 11), (132, 153), (101, 171)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(224, 245), (179, 11), (132, 153), (156, 207)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 5)","[(224, 245), (179, 11), (132, 153), (162, 214)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(224, 245), (179, 11), (156, 207), (162, 214)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(224, 245), (156, 207), (162, 214), (147, 215)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(224, 245), (162, 214), (147, 215), (32, 180)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
