PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,10100110
"(22, 189)",2.0,"(0, 1)","[(22, 189), (233, 247)]",01 - B,10 - B
"(233, 247)",2.0,"(0, 4)","[(22, 189), (96, 196)]",01 - B,10 - B
"(219, 231)",2.0,"(0, 7)","[(22, 189), (218, 8)]",01 - B,10 - B
"(175, 212)",2.0,"(1, 2)","[(233, 247), (219, 231)]",10 - B,01 - B
"(96, 196)",2.0,"(1, 7)","[(233, 247), (218, 8)]",11 - M,00 - M
"(111, 193)",2.0,"(2, 7)","[(219, 231), (218, 8)]",01 - B,10 - B
"(135, 178)",2.0,"(6, 7)","[(135, 178), (218, 8)]",01 - B,10 - B
"(218, 8)",3.0,"(0, 1, 2)","[(22, 189), (233, 247), (219, 231)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(22, 189), (233, 247), (96, 196)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(22, 189), (96, 196), (111, 193)]",010 - I,101 - I
,3.0,"(0, 4, 7)","[(22, 189), (96, 196), (218, 8)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(22, 189), (135, 178), (218, 8)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(233, 247), (219, 231), (175, 212)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(233, 247), (219, 231), (218, 8)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(219, 231), (135, 178), (218, 8)]",001 - I,110 - I
,3.0,"(3, 6, 7)","[(175, 212), (135, 178), (218, 8)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(111, 193), (135, 178), (218, 8)]",001 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(22, 189), (233, 247), (219, 231), (175, 212)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(22, 189), (233, 247), (219, 231), (96, 196)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(22, 189), (233, 247), (96, 196), (111, 193)]",0110 - B,1001 - B
,4.0,"(0, 3, 4, 5)","[(22, 189), (175, 212), (96, 196), (111, 193)]",0110 - B,1001 - B
,4.0,"(0, 4, 5, 6)","[(22, 189), (96, 196), (111, 193), (135, 178)]",0100 - I,1011 - I
,4.0,"(0, 4, 5, 7)","[(22, 189), (96, 196), (111, 193), (218, 8)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(22, 189), (96, 196), (135, 178), (218, 8)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(22, 189), (111, 193), (135, 178), (218, 8)]",0001 - I,1110 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
