PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(71, 222)",2.0,"(0, 1)","[(71, 222), (83, 228)]",01 - B,10 - B
"(83, 228)",2.0,"(0, 7)","[(71, 222), (110, 27)]",01 - B,10 - B
"(146, 226)",2.0,"(1, 2)","[(83, 228), (146, 226)]",10 - B,01 - B
"(184, 219)",2.0,"(2, 3)","[(146, 226), (184, 219)]",01 - B,10 - B
"(168, 213)",2.0,"(3, 4)","[(184, 219), (168, 213)]",10 - B,01 - B
"(114, 215)",2.0,"(3, 7)","[(184, 219), (110, 27)]",11 - M,00 - M
"(103, 207)",2.0,"(4, 7)","[(168, 213), (110, 27)]",01 - B,10 - B
"(110, 27)",2.0,"(6, 7)","[(103, 207), (110, 27)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(71, 222), (83, 228), (146, 226)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(71, 222), (83, 228), (114, 215)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(71, 222), (83, 228), (103, 207)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(71, 222), (83, 228), (110, 27)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(71, 222), (103, 207), (110, 27)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(83, 228), (146, 226), (184, 219)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(146, 226), (184, 219), (168, 213)]",010 - I,101 - I
,3.0,"(3, 4, 7)","[(184, 219), (168, 213), (110, 27)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(168, 213), (103, 207), (110, 27)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(114, 215), (103, 207), (110, 27)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(71, 222), (83, 228), (146, 226), (184, 219)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(71, 222), (83, 228), (146, 226), (114, 215)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(71, 222), (83, 228), (114, 215), (103, 207)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(71, 222), (83, 228), (103, 207), (110, 27)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(71, 222), (114, 215), (103, 207), (110, 27)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
