PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(102, 16)",2.0,"(0, 1)","[(102, 16), (74, 87)]",01 - B,10 - B
"(74, 87)",2.0,"(0, 4)","[(102, 16), (142, 103)]",00 - M,11 - M
"(175, 239)",2.0,"(0, 5)","[(102, 16), (151, 108)]",01 - B,10 - B
"(155, 167)",2.0,"(0, 7)","[(102, 16), (187, 142)]",01 - B,10 - B
"(142, 103)",2.0,"(1, 2)","[(74, 87), (175, 239)]",10 - B,01 - B
"(151, 108)",2.0,"(2, 3)","[(175, 239), (155, 167)]",01 - B,10 - B
"(170, 137)",2.0,"(2, 7)","[(175, 239), (187, 142)]",01 - B,10 - B
"(187, 142)",2.0,"(6, 7)","[(170, 137), (187, 142)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(102, 16), (74, 87), (175, 239)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(102, 16), (74, 87), (155, 167)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(102, 16), (74, 87), (142, 103)]",010 - I,101 - I
,3.0,"(0, 4, 5)","[(102, 16), (142, 103), (151, 108)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(102, 16), (151, 108), (187, 142)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(102, 16), (170, 137), (187, 142)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(74, 87), (175, 239), (155, 167)]",101 - I,010 - I
,3.0,"(2, 3, 6)","[(175, 239), (155, 167), (170, 137)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(175, 239), (155, 167), (187, 142)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(175, 239), (170, 137), (187, 142)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(151, 108), (170, 137), (187, 142)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(102, 16), (74, 87), (175, 239), (155, 167)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(102, 16), (74, 87), (155, 167), (142, 103)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 5)","[(102, 16), (74, 87), (142, 103), (151, 108)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 7)","[(102, 16), (142, 103), (151, 108), (187, 142)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(102, 16), (151, 108), (170, 137), (187, 142)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
