PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(83, 250)",2.0,"(0, 1)","[(83, 250), (249, 176)]",01 - B,10 - B
"(249, 176)",2.0,"(0, 5)","[(83, 250), (110, 206)]",01 - B,10 - B
"(226, 172)",2.0,"(0, 6)","[(83, 250), (94, 197)]",00 - M,11 - M
"(128, 188)",2.0,"(0, 7)","[(83, 250), (7, 34)]",01 - B,10 - B
"(130, 181)",2.0,"(1, 2)","[(249, 176), (226, 172)]",10 - B,01 - B
"(110, 206)",2.0,"(1, 7)","[(249, 176), (7, 34)]",11 - M,00 - M
"(94, 197)",2.0,"(2, 7)","[(226, 172), (7, 34)]",01 - B,10 - B
"(7, 34)",2.0,"(4, 7)","[(130, 181), (7, 34)]",01 - B,10 - B
,2.0,"(6, 7)","[(94, 197), (7, 34)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(83, 250), (249, 176), (226, 172)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(83, 250), (249, 176), (110, 206)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(83, 250), (110, 206), (94, 197)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(83, 250), (94, 197), (7, 34)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(249, 176), (226, 172), (128, 188)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(249, 176), (226, 172), (130, 181)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(249, 176), (226, 172), (7, 34)]",101 - I,010 - I
,3.0,"(2, 4, 7)","[(226, 172), (130, 181), (7, 34)]",001 - I,110 - I
,3.0,"(3, 4, 7)","[(128, 188), (130, 181), (7, 34)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(130, 181), (94, 197), (7, 34)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(110, 206), (94, 197), (7, 34)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(83, 250), (249, 176), (226, 172), (128, 188)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(83, 250), (249, 176), (226, 172), (110, 206)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(83, 250), (249, 176), (110, 206), (94, 197)]",0110 - B,1001 - B
,4.0,"(0, 3, 5, 6)","[(83, 250), (128, 188), (110, 206), (94, 197)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(83, 250), (110, 206), (94, 197), (7, 34)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
