PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(255, 12)",2.0,"(0, 1)","[(255, 12), (1, 33)]",01 - B,10 - B
"(1, 33)",2.0,"(0, 5)","[(255, 12), (214, 96)]",01 - B,10 - B
"(64, 81)",2.0,"(0, 7)","[(255, 12), (230, 243)]",01 - B,10 - B
"(107, 70)",2.0,"(1, 2)","[(1, 33), (64, 81)]",10 - B,01 - B
"(179, 90)",2.0,"(1, 7)","[(1, 33), (230, 243)]",11 - M,00 - M
"(214, 96)",2.0,"(2, 7)","[(64, 81), (230, 243)]",01 - B,10 - B
"(193, 148)",2.0,"(6, 7)","[(193, 148), (230, 243)]",01 - B,10 - B
"(230, 243)",3.0,"(0, 1, 2)","[(255, 12), (1, 33), (64, 81)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(255, 12), (1, 33), (107, 70)]",011 - I,100 - I
,3.0,"(0, 1, 5)","[(255, 12), (1, 33), (214, 96)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(255, 12), (179, 90), (214, 96)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(255, 12), (214, 96), (230, 243)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(255, 12), (193, 148), (230, 243)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(1, 33), (64, 81), (107, 70)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(1, 33), (64, 81), (230, 243)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(64, 81), (193, 148), (230, 243)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(214, 96), (193, 148), (230, 243)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(255, 12), (1, 33), (64, 81), (107, 70)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(255, 12), (1, 33), (107, 70), (179, 90)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 5)","[(255, 12), (1, 33), (107, 70), (214, 96)]",0111 - I,1000 - I
,4.0,"(0, 1, 4, 5)","[(255, 12), (1, 33), (179, 90), (214, 96)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 5)","[(255, 12), (107, 70), (179, 90), (214, 96)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(255, 12), (179, 90), (214, 96), (193, 148)]",0010 - I,1101 - I
,4.0,"(0, 4, 5, 7)","[(255, 12), (179, 90), (214, 96), (230, 243)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(255, 12), (214, 96), (193, 148), (230, 243)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
