PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(55, 237)",2.0,"(0, 1)","[(55, 237), (149, 248)]",01 - B,10 - B
"(149, 248)",2.0,"(0, 5)","[(55, 237), (89, 201)]",01 - B,10 - B
"(255, 129)",2.0,"(0, 7)","[(55, 237), (1, 7)]",01 - B,10 - B
"(244, 126)",2.0,"(1, 2)","[(149, 248), (255, 129)]",10 - B,01 - B
"(191, 154)",2.0,"(2, 3)","[(255, 129), (244, 126)]",01 - B,10 - B
"(89, 201)",2.0,"(2, 7)","[(255, 129), (1, 7)]",01 - B,10 - B
"(82, 122)",2.0,"(3, 7)","[(244, 126), (1, 7)]",11 - M,00 - M
"(1, 7)",2.0,"(6, 7)","[(82, 122), (1, 7)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(55, 237), (149, 248), (255, 129)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(55, 237), (149, 248), (89, 201)]",011 - I,100 - I
,3.0,"(0, 5, 7)","[(55, 237), (89, 201), (1, 7)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(55, 237), (82, 122), (1, 7)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(149, 248), (255, 129), (244, 126)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(255, 129), (244, 126), (191, 154)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(255, 129), (244, 126), (1, 7)]",011 - I,100 - I
,3.0,"(3, 6, 7)","[(244, 126), (82, 122), (1, 7)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(89, 201), (82, 122), (1, 7)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(55, 237), (149, 248), (255, 129), (244, 126)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(55, 237), (149, 248), (255, 129), (191, 154)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 5)","[(55, 237), (149, 248), (255, 129), (89, 201)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(55, 237), (149, 248), (191, 154), (89, 201)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(55, 237), (149, 248), (89, 201), (82, 122)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 7)","[(55, 237), (149, 248), (89, 201), (1, 7)]",0111 - I,1000 - I
,4.0,"(0, 5, 6, 7)","[(55, 237), (89, 201), (82, 122), (1, 7)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
