PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(64, 248)",2.0,"(0, 1)","[(64, 248), (254, 97)]",01 - B,10 - B
"(254, 97)",2.0,"(0, 5)","[(64, 248), (86, 209)]",01 - B,10 - B
"(222, 96)",2.0,"(0, 7)","[(64, 248), (0, 0)]",01 - B,10 - B
"(157, 144)",2.0,"(1, 2)","[(254, 97), (222, 96)]",10 - B,01 - B
"(174, 110)",2.0,"(1, 7)","[(254, 97), (0, 0)]",11 - M,00 - M
"(86, 209)",2.0,"(2, 7)","[(222, 96), (0, 0)]",01 - B,10 - B
"(89, 186)",2.0,"(4, 7)","[(174, 110), (0, 0)]",01 - B,10 - B
"(0, 0)",2.0,"(6, 7)","[(89, 186), (0, 0)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(64, 248), (254, 97), (222, 96)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(64, 248), (254, 97), (86, 209)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(64, 248), (86, 209), (89, 186)]",010 - I,101 - I
,3.0,"(0, 5, 7)","[(64, 248), (86, 209), (0, 0)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(64, 248), (89, 186), (0, 0)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(254, 97), (222, 96), (157, 144)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(254, 97), (222, 96), (174, 110)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(254, 97), (222, 96), (0, 0)]",101 - I,010 - I
,3.0,"(2, 4, 7)","[(222, 96), (174, 110), (0, 0)]",001 - I,110 - I
,3.0,"(4, 6, 7)","[(174, 110), (89, 186), (0, 0)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(86, 209), (89, 186), (0, 0)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(64, 248), (254, 97), (222, 96), (157, 144)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(64, 248), (254, 97), (222, 96), (86, 209)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 5)","[(64, 248), (254, 97), (157, 144), (86, 209)]",0111 - I,1000 - I
,4.0,"(0, 1, 5, 6)","[(64, 248), (254, 97), (86, 209), (89, 186)]",0110 - B,1001 - B
,4.0,"(0, 3, 5, 6)","[(64, 248), (157, 144), (86, 209), (89, 186)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(64, 248), (86, 209), (89, 186), (0, 0)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
