PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,10110010
"(2, 76)",2.0,"(0, 1)","[(2, 76), (252, 255)]",01 - B,10 - B
"(252, 255)",2.0,"(0, 4)","[(2, 76), (56, 91)]",01 - B,10 - B
"(241, 200)",2.0,"(0, 7)","[(2, 76), (253, 4)]",01 - B,10 - B
"(178, 153)",2.0,"(1, 2)","[(252, 255), (241, 200)]",10 - B,01 - B
"(56, 91)",2.0,"(1, 7)","[(252, 255), (253, 4)]",11 - M,00 - M
"(179, 86)",2.0,"(2, 7)","[(241, 200), (253, 4)]",01 - B,10 - B
"(185, 69)",2.0,"(6, 7)","[(185, 69), (253, 4)]",01 - B,10 - B
"(253, 4)",3.0,"(0, 1, 2)","[(2, 76), (252, 255), (241, 200)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(2, 76), (252, 255), (56, 91)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(2, 76), (178, 153), (56, 91)]",001 - I,110 - I
,3.0,"(0, 4, 5)","[(2, 76), (56, 91), (179, 86)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(2, 76), (56, 91), (185, 69)]",010 - I,101 - I
,3.0,"(0, 4, 7)","[(2, 76), (56, 91), (253, 4)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(2, 76), (185, 69), (253, 4)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(252, 255), (241, 200), (178, 153)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(252, 255), (241, 200), (253, 4)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(241, 200), (185, 69), (253, 4)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(179, 86), (185, 69), (253, 4)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(2, 76), (252, 255), (241, 200), (178, 153)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 4)","[(2, 76), (252, 255), (241, 200), (56, 91)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(2, 76), (252, 255), (178, 153), (56, 91)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 5)","[(2, 76), (178, 153), (56, 91), (179, 86)]",0011 - B,1100 - B
,4.0,"(0, 4, 5, 6)","[(2, 76), (56, 91), (179, 86), (185, 69)]",0110 - B,1001 - B
,4.0,"(0, 4, 6, 7)","[(2, 76), (56, 91), (185, 69), (253, 4)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(2, 76), (179, 86), (185, 69), (253, 4)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
