PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001110,01010110,10101001,10110001
"(9, 216)",2.0,"(0, 1)","[(9, 216), (247, 53)]",01 - B,01 - B,10 - B,10 - B
"(247, 53)",2.0,"(0, 4)","[(9, 216), (74, 143)]",01 - B,00 - M,11 - M,10 - B
"(190, 66)",2.0,"(0, 6)","[(9, 216), (16, 164)]",01 - B,01 - B,10 - B,10 - B
"(130, 103)",2.0,"(0, 7)","[(9, 216), (23, 40)]",00 - M,00 - M,11 - M,11 - M
"(74, 143)",2.0,"(1, 2)","[(247, 53), (190, 66)]",10 - B,10 - B,01 - B,01 - B
"(75, 78)",2.0,"(1, 7)","[(247, 53), (23, 40)]",10 - B,10 - B,01 - B,01 - B
"(16, 164)",2.0,"(5, 7)","[(75, 78), (23, 40)]",10 - B,10 - B,01 - B,01 - B
"(23, 40)",2.0,"(6, 7)","[(16, 164), (23, 40)]",10 - B,10 - B,01 - B,01 - B
,3.0,"(0, 1, 2)","[(9, 216), (247, 53), (190, 66)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 4)","[(9, 216), (247, 53), (74, 143)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(0, 4, 6)","[(9, 216), (74, 143), (16, 164)]",011 - I,001 - I,110 - I,100 - I
,3.0,"(0, 6, 7)","[(9, 216), (16, 164), (23, 40)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(1, 2, 3)","[(247, 53), (190, 66), (130, 103)]",100 - I,101 - I,010 - I,011 - I
,3.0,"(1, 2, 7)","[(247, 53), (190, 66), (23, 40)]",100 - I,100 - I,011 - I,011 - I
,3.0,"(1, 5, 7)","[(247, 53), (75, 78), (23, 40)]",110 - I,110 - I,001 - I,001 - I
,3.0,"(2, 5, 7)","[(190, 66), (75, 78), (23, 40)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(5, 6, 7)","[(75, 78), (16, 164), (23, 40)]",110 - I,110 - I,001 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(9, 216), (247, 53), (190, 66), (130, 103)]",0100 - I,0101 - B,1010 - B,1011 - I
,4.0,"(0, 1, 2, 4)","[(9, 216), (247, 53), (190, 66), (74, 143)]",0101 - B,0100 - I,1011 - I,1010 - B
,4.0,"(0, 1, 3, 4)","[(9, 216), (247, 53), (130, 103), (74, 143)]",0101 - B,0110 - B,1001 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(9, 216), (247, 53), (74, 143), (16, 164)]",0111 - I,0101 - B,1010 - B,1000 - I
,4.0,"(0, 3, 4, 6)","[(9, 216), (130, 103), (74, 143), (16, 164)]",0011 - B,0101 - B,1010 - B,1100 - B
,4.0,"(0, 4, 5, 6)","[(9, 216), (74, 143), (75, 78), (16, 164)]",0111 - I,0011 - B,1100 - B,1000 - I
,4.0,"(0, 4, 6, 7)","[(9, 216), (74, 143), (16, 164), (23, 40)]",0110 - B,0010 - I,1101 - I,1001 - B
,4.0,"(0, 5, 6, 7)","[(9, 216), (75, 78), (16, 164), (23, 40)]",0110 - B,0110 - B,1001 - B,1001 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
