PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01100101,10011010
"(22, 181)",2.0,"(0, 1)","[(22, 181), (91, 234)]",01 - B,10 - B
"(91, 234)",2.0,"(0, 2)","[(22, 181), (45, 188)]",01 - B,10 - B
"(45, 188)",2.0,"(0, 6)","[(22, 181), (52, 166)]",00 - M,11 - M
"(115, 190)",2.0,"(0, 7)","[(22, 181), (234, 21)]",01 - B,10 - B
"(119, 170)",2.0,"(1, 2)","[(91, 234), (45, 188)]",11 - M,00 - M
"(75, 171)",2.0,"(1, 3)","[(91, 234), (115, 190)]",10 - B,01 - B
"(52, 166)",2.0,"(1, 7)","[(91, 234), (234, 21)]",11 - M,00 - M
"(234, 21)",2.0,"(3, 7)","[(115, 190), (234, 21)]",01 - B,10 - B
,2.0,"(4, 7)","[(119, 170), (234, 21)]",01 - B,10 - B
,2.0,"(6, 7)","[(52, 166), (234, 21)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(22, 181), (91, 234), (45, 188)]",011 - I,100 - I
,3.0,"(0, 2, 6)","[(22, 181), (45, 188), (52, 166)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(22, 181), (52, 166), (234, 21)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(91, 234), (45, 188), (115, 190)]",110 - I,001 - I
,3.0,"(1, 3, 4)","[(91, 234), (115, 190), (119, 170)]",100 - I,011 - I
,3.0,"(1, 3, 7)","[(91, 234), (115, 190), (234, 21)]",101 - I,010 - I
,3.0,"(3, 4, 7)","[(115, 190), (119, 170), (234, 21)]",001 - I,110 - I
,3.0,"(4, 5, 7)","[(119, 170), (75, 171), (234, 21)]",011 - I,100 - I
,3.0,"(4, 6, 7)","[(119, 170), (52, 166), (234, 21)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(75, 171), (52, 166), (234, 21)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(22, 181), (91, 234), (45, 188), (115, 190)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 6)","[(22, 181), (91, 234), (45, 188), (52, 166)]",0110 - B,1001 - B
,4.0,"(0, 2, 5, 6)","[(22, 181), (45, 188), (75, 171), (52, 166)]",0110 - B,1001 - B
,4.0,"(0, 2, 6, 7)","[(22, 181), (45, 188), (52, 166), (234, 21)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(22, 181), (75, 171), (52, 166), (234, 21)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
