PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,01010110,10101001,10101100
"(110, 193)",2.0,"(0, 1)","[(110, 193), (250, 118)]",01 - B,01 - B,10 - B,10 - B
"(250, 118)",2.0,"(0, 6)","[(110, 193), (91, 134)]",01 - B,01 - B,10 - B,10 - B
"(188, 106)",2.0,"(0, 7)","[(110, 193), (6, 62)]",01 - B,00 - M,11 - M,10 - B
"(161, 116)",2.0,"(1, 2)","[(250, 118), (188, 106)]",10 - B,10 - B,01 - B,01 - B
"(149, 126)",2.0,"(1, 7)","[(250, 118), (6, 62)]",11 - M,10 - B,01 - B,00 - M
"(84, 94)",2.0,"(2, 7)","[(188, 106), (6, 62)]",01 - B,00 - M,11 - M,10 - B
"(91, 134)",2.0,"(5, 7)","[(84, 94), (6, 62)]",01 - B,10 - B,01 - B,10 - B
"(6, 62)",2.0,"(6, 7)","[(91, 134), (6, 62)]",11 - M,10 - B,01 - B,00 - M
,3.0,"(0, 1, 2)","[(110, 193), (250, 118), (188, 106)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 4)","[(110, 193), (250, 118), (149, 126)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 6)","[(110, 193), (250, 118), (91, 134)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 4, 6)","[(110, 193), (149, 126), (91, 134)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(0, 6, 7)","[(110, 193), (91, 134), (6, 62)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(1, 2, 3)","[(250, 118), (188, 106), (161, 116)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(1, 2, 7)","[(250, 118), (188, 106), (6, 62)]",101 - I,100 - I,011 - I,010 - I
,3.0,"(2, 5, 7)","[(188, 106), (84, 94), (6, 62)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(84, 94), (91, 134), (6, 62)]",011 - I,110 - I,001 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(110, 193), (250, 118), (188, 106), (161, 116)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(110, 193), (250, 118), (188, 106), (149, 126)]",0100 - I,0100 - I,1011 - I,1011 - I
,4.0,"(0, 1, 3, 4)","[(110, 193), (250, 118), (161, 116), (149, 126)]",0110 - B,0110 - B,1001 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(110, 193), (250, 118), (149, 126), (91, 134)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 3, 4, 6)","[(110, 193), (161, 116), (149, 126), (91, 134)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(110, 193), (149, 126), (84, 94), (91, 134)]",0001 - I,0011 - B,1100 - B,1110 - I
,4.0,"(0, 4, 6, 7)","[(110, 193), (149, 126), (91, 134), (6, 62)]",0011 - B,0010 - I,1101 - I,1100 - B
,4.0,"(0, 5, 6, 7)","[(110, 193), (84, 94), (91, 134), (6, 62)]",0011 - B,0110 - B,1001 - B,1100 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
