PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(111, 169)",2.0,"(0, 1)","[(111, 169), (141, 165)]",01 - B,10 - B
"(141, 165)",2.0,"(0, 6)","[(111, 169), (64, 112)]",00 - M,11 - M
"(221, 128)",2.0,"(0, 7)","[(111, 169), (40, 90)]",01 - B,10 - B
"(136, 156)",2.0,"(1, 2)","[(141, 165), (221, 128)]",10 - B,01 - B
"(104, 127)",2.0,"(2, 3)","[(221, 128), (136, 156)]",01 - B,10 - B
"(92, 110)",2.0,"(2, 5)","[(221, 128), (92, 110)]",01 - B,10 - B
"(64, 112)",2.0,"(2, 7)","[(221, 128), (40, 90)]",01 - B,10 - B
"(40, 90)",2.0,"(5, 7)","[(92, 110), (40, 90)]",11 - M,00 - M
,2.0,"(6, 7)","[(64, 112), (40, 90)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(111, 169), (141, 165), (221, 128)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(111, 169), (141, 165), (136, 156)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(111, 169), (141, 165), (64, 112)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(111, 169), (64, 112), (40, 90)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(141, 165), (221, 128), (136, 156)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(221, 128), (136, 156), (92, 110)]",011 - I,100 - I
,3.0,"(2, 4, 5)","[(221, 128), (104, 127), (92, 110)]",001 - I,110 - I
,3.0,"(2, 5, 7)","[(221, 128), (92, 110), (40, 90)]",011 - I,100 - I
,3.0,"(5, 6, 7)","[(92, 110), (64, 112), (40, 90)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(111, 169), (141, 165), (221, 128), (136, 156)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(111, 169), (141, 165), (136, 156), (104, 127)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 6)","[(111, 169), (141, 165), (136, 156), (64, 112)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(111, 169), (141, 165), (64, 112), (40, 90)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(111, 169), (104, 127), (64, 112), (40, 90)]",0001 - I,1110 - I
,4.0,"(0, 5, 6, 7)","[(111, 169), (92, 110), (64, 112), (40, 90)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
