PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(17, 10)",2.0,"(0, 1)","[(17, 10), (10, 15)]",01 - B,10 - B
"(10, 15)",2.0,"(0, 7)","[(17, 10), (246, 12)]",01 - B,10 - B
"(13, 246)",2.0,"(1, 2)","[(10, 15), (13, 246)]",10 - B,01 - B
"(16, 214)",2.0,"(2, 3)","[(13, 246), (16, 214)]",01 - B,10 - B
"(125, 94)",2.0,"(2, 7)","[(13, 246), (246, 12)]",01 - B,10 - B
"(117, 85)",2.0,"(4, 7)","[(125, 94), (246, 12)]",01 - B,10 - B
"(156, 30)",2.0,"(6, 7)","[(156, 30), (246, 12)]",01 - B,10 - B
"(246, 12)",3.0,"(0, 1, 2)","[(17, 10), (10, 15), (13, 246)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(17, 10), (10, 15), (16, 214)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(17, 10), (10, 15), (156, 30)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(17, 10), (10, 15), (246, 12)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(17, 10), (156, 30), (246, 12)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(10, 15), (13, 246), (16, 214)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(13, 246), (16, 214), (125, 94)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(13, 246), (16, 214), (246, 12)]",011 - I,100 - I
,3.0,"(2, 4, 7)","[(13, 246), (125, 94), (246, 12)]",001 - I,110 - I
,3.0,"(4, 6, 7)","[(125, 94), (156, 30), (246, 12)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(117, 85), (156, 30), (246, 12)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(17, 10), (10, 15), (13, 246), (16, 214)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 5)","[(17, 10), (10, 15), (16, 214), (117, 85)]",0111 - I,1000 - I
,4.0,"(0, 1, 3, 6)","[(17, 10), (10, 15), (16, 214), (156, 30)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 6)","[(17, 10), (10, 15), (117, 85), (156, 30)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(17, 10), (10, 15), (156, 30), (246, 12)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(17, 10), (117, 85), (156, 30), (246, 12)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
