PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,10110010
"(254, 35)",2.0,"(0, 1)","[(254, 35), (1, 32)]",01 - B,10 - B
"(1, 32)",2.0,"(0, 4)","[(254, 35), (228, 52)]",01 - B,10 - B
"(28, 65)",2.0,"(0, 7)","[(254, 35), (87, 223)]",01 - B,10 - B
"(200, 62)",2.0,"(1, 2)","[(1, 32), (28, 65)]",10 - B,01 - B
"(228, 52)",2.0,"(1, 7)","[(1, 32), (87, 223)]",11 - M,00 - M
"(132, 136)",2.0,"(2, 7)","[(28, 65), (87, 223)]",01 - B,10 - B
"(131, 149)",2.0,"(6, 7)","[(131, 149), (87, 223)]",01 - B,10 - B
"(87, 223)",3.0,"(0, 1, 2)","[(254, 35), (1, 32), (28, 65)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(254, 35), (1, 32), (228, 52)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(254, 35), (200, 62), (228, 52)]",001 - I,110 - I
,3.0,"(0, 4, 7)","[(254, 35), (228, 52), (87, 223)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(254, 35), (131, 149), (87, 223)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(1, 32), (28, 65), (200, 62)]",100 - I,011 - I
,3.0,"(1, 2, 5)","[(1, 32), (28, 65), (132, 136)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(1, 32), (28, 65), (87, 223)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(28, 65), (131, 149), (87, 223)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(132, 136), (131, 149), (87, 223)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(254, 35), (1, 32), (28, 65), (200, 62)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 4)","[(254, 35), (1, 32), (28, 65), (228, 52)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(254, 35), (1, 32), (200, 62), (228, 52)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 5)","[(254, 35), (200, 62), (228, 52), (132, 136)]",0011 - B,1100 - B
,4.0,"(0, 3, 4, 6)","[(254, 35), (200, 62), (228, 52), (131, 149)]",0010 - I,1101 - I
,4.0,"(0, 3, 4, 7)","[(254, 35), (200, 62), (228, 52), (87, 223)]",0011 - B,1100 - B
,4.0,"(0, 4, 6, 7)","[(254, 35), (228, 52), (131, 149), (87, 223)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(254, 35), (132, 136), (131, 149), (87, 223)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
