PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,10100110
"(76, 5)",2.0,"(0, 1)","[(76, 5), (12, 251)]",01 - B,10 - B
"(12, 251)",2.0,"(0, 3)","[(76, 5), (68, 105)]",01 - B,10 - B
"(49, 191)",2.0,"(0, 6)","[(76, 5), (100, 58)]",00 - M,11 - M
"(68, 105)",2.0,"(0, 7)","[(76, 5), (238, 92)]",01 - B,10 - B
"(78, 128)",2.0,"(1, 2)","[(12, 251), (49, 191)]",10 - B,01 - B
"(90, 183)",2.0,"(1, 5)","[(12, 251), (90, 183)]",10 - B,01 - B
"(100, 58)",2.0,"(1, 7)","[(12, 251), (238, 92)]",11 - M,00 - M
"(238, 92)",2.0,"(5, 7)","[(90, 183), (238, 92)]",01 - B,10 - B
,2.0,"(6, 7)","[(100, 58), (238, 92)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(76, 5), (12, 251), (49, 191)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(76, 5), (12, 251), (68, 105)]",011 - I,100 - I
,3.0,"(0, 3, 6)","[(76, 5), (68, 105), (100, 58)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(76, 5), (100, 58), (238, 92)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(12, 251), (49, 191), (68, 105)]",101 - I,010 - I
,3.0,"(1, 2, 5)","[(12, 251), (49, 191), (90, 183)]",100 - I,011 - I
,3.0,"(1, 5, 7)","[(12, 251), (90, 183), (238, 92)]",101 - I,010 - I
,3.0,"(2, 5, 7)","[(49, 191), (90, 183), (238, 92)]",001 - I,110 - I
,3.0,"(4, 5, 7)","[(78, 128), (90, 183), (238, 92)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(90, 183), (100, 58), (238, 92)]",001 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(76, 5), (12, 251), (49, 191), (68, 105)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 6)","[(76, 5), (12, 251), (68, 105), (100, 58)]",0110 - B,1001 - B
,4.0,"(0, 3, 4, 6)","[(76, 5), (68, 105), (78, 128), (100, 58)]",0110 - B,1001 - B
,4.0,"(0, 3, 6, 7)","[(76, 5), (68, 105), (100, 58), (238, 92)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(76, 5), (78, 128), (100, 58), (238, 92)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(76, 5), (90, 183), (100, 58), (238, 92)]",0001 - I,1110 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
