PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,10100110
"(201, 254)",2.0,"(0, 1)","[(201, 254), (207, 6)]",01 - B,10 - B
"(207, 6)",2.0,"(0, 4)","[(201, 254), (190, 234)]",01 - B,10 - B
"(157, 31)",2.0,"(0, 7)","[(201, 254), (162, 249)]",01 - B,10 - B
"(151, 119)",2.0,"(1, 2)","[(207, 6), (157, 31)]",10 - B,01 - B
"(190, 234)",2.0,"(1, 5)","[(207, 6), (48, 56)]",10 - B,01 - B
"(48, 56)",2.0,"(2, 5)","[(157, 31), (48, 56)]",00 - M,11 - M
"(168, 243)",2.0,"(3, 5)","[(151, 119), (48, 56)]",10 - B,01 - B
"(162, 249)",2.0,"(5, 7)","[(48, 56), (162, 249)]",01 - B,10 - B
,2.0,"(6, 7)","[(168, 243), (162, 249)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(201, 254), (207, 6), (157, 31)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(201, 254), (207, 6), (190, 234)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(201, 254), (190, 234), (168, 243)]",010 - I,101 - I
,3.0,"(0, 4, 7)","[(201, 254), (190, 234), (162, 249)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(201, 254), (168, 243), (162, 249)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(207, 6), (157, 31), (151, 119)]",101 - I,010 - I
,3.0,"(1, 2, 5)","[(207, 6), (157, 31), (48, 56)]",100 - I,011 - I
,3.0,"(2, 3, 5)","[(157, 31), (151, 119), (48, 56)]",010 - I,101 - I
,3.0,"(3, 5, 7)","[(151, 119), (48, 56), (162, 249)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(48, 56), (168, 243), (162, 249)]",001 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(201, 254), (207, 6), (157, 31), (151, 119)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(201, 254), (207, 6), (157, 31), (190, 234)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(201, 254), (207, 6), (190, 234), (168, 243)]",0110 - B,1001 - B
,4.0,"(0, 4, 6, 7)","[(201, 254), (190, 234), (168, 243), (162, 249)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(201, 254), (48, 56), (168, 243), (162, 249)]",0001 - I,1110 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
