PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(252, 44)",2.0,"(0, 1)","[(252, 44), (1, 121)]",01 - B,10 - B
"(1, 121)",2.0,"(0, 3)","[(252, 44), (107, 97)]",01 - B,10 - B
"(19, 125)",2.0,"(0, 5)","[(252, 44), (212, 87)]",01 - B,10 - B
"(107, 97)",2.0,"(0, 7)","[(252, 44), (134, 218)]",01 - B,10 - B
"(111, 100)",2.0,"(1, 2)","[(1, 121), (19, 125)]",10 - B,01 - B
"(212, 87)",2.0,"(1, 7)","[(1, 121), (134, 218)]",11 - M,00 - M
"(192, 114)",2.0,"(2, 7)","[(19, 125), (134, 218)]",01 - B,10 - B
"(134, 218)",2.0,"(6, 7)","[(192, 114), (134, 218)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(252, 44), (1, 121), (19, 125)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(252, 44), (1, 121), (107, 97)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(252, 44), (107, 97), (111, 100)]",010 - I,101 - I
,3.0,"(0, 3, 5)","[(252, 44), (107, 97), (212, 87)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(252, 44), (212, 87), (192, 114)]",010 - I,101 - I
,3.0,"(0, 5, 7)","[(252, 44), (212, 87), (134, 218)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(252, 44), (192, 114), (134, 218)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(1, 121), (19, 125), (107, 97)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(1, 121), (19, 125), (134, 218)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(19, 125), (192, 114), (134, 218)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(212, 87), (192, 114), (134, 218)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(252, 44), (1, 121), (19, 125), (107, 97)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(252, 44), (1, 121), (107, 97), (111, 100)]",0110 - B,1001 - B
,4.0,"(0, 3, 4, 5)","[(252, 44), (107, 97), (111, 100), (212, 87)]",0101 - B,1010 - B
,4.0,"(0, 3, 5, 6)","[(252, 44), (107, 97), (212, 87), (192, 114)]",0110 - B,1001 - B
,4.0,"(0, 4, 5, 6)","[(252, 44), (111, 100), (212, 87), (192, 114)]",0010 - I,1101 - I
,4.0,"(0, 5, 6, 7)","[(252, 44), (212, 87), (192, 114), (134, 218)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
