PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(41, 4)",2.0,"(0, 1)","[(41, 4), (24, 66)]",01 - B,10 - B
"(24, 66)",2.0,"(0, 6)","[(41, 4), (182, 195)]",00 - M,11 - M
"(52, 252)",2.0,"(0, 7)","[(41, 4), (235, 250)]",01 - B,10 - B
"(53, 154)",2.0,"(1, 2)","[(24, 66), (52, 252)]",10 - B,01 - B
"(128, 212)",2.0,"(2, 3)","[(52, 252), (53, 154)]",01 - B,10 - B
"(165, 197)",2.0,"(2, 4)","[(52, 252), (128, 212)]",00 - M,11 - M
"(182, 195)",2.0,"(2, 7)","[(52, 252), (235, 250)]",01 - B,10 - B
"(235, 250)",2.0,"(6, 7)","[(182, 195), (235, 250)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(41, 4), (24, 66), (52, 252)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(41, 4), (24, 66), (53, 154)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(41, 4), (24, 66), (182, 195)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(41, 4), (182, 195), (235, 250)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(24, 66), (52, 252), (53, 154)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(52, 252), (53, 154), (128, 212)]",010 - I,101 - I
,3.0,"(2, 4, 7)","[(52, 252), (128, 212), (235, 250)]",001 - I,110 - I
,3.0,"(2, 6, 7)","[(52, 252), (182, 195), (235, 250)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(165, 197), (182, 195), (235, 250)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(41, 4), (24, 66), (52, 252), (53, 154)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(41, 4), (24, 66), (53, 154), (128, 212)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 5)","[(41, 4), (24, 66), (53, 154), (165, 197)]",0111 - I,1000 - I
,4.0,"(0, 1, 3, 6)","[(41, 4), (24, 66), (53, 154), (182, 195)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 6)","[(41, 4), (24, 66), (165, 197), (182, 195)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(41, 4), (24, 66), (182, 195), (235, 250)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(41, 4), (165, 197), (182, 195), (235, 250)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
