PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,10110010
"(91, 12)",2.0,"(0, 1)","[(91, 12), (88, 210)]",01 - B,10 - B
"(88, 210)",2.0,"(0, 5)","[(91, 12), (135, 78)]",01 - B,10 - B
"(102, 186)",2.0,"(0, 7)","[(91, 12), (168, 45)]",01 - B,10 - B
"(112, 254)",2.0,"(1, 2)","[(88, 210), (102, 186)]",10 - B,01 - B
"(114, 222)",2.0,"(1, 3)","[(88, 210), (112, 254)]",10 - B,01 - B
"(135, 78)",2.0,"(3, 4)","[(112, 254), (114, 222)]",01 - B,10 - B
"(147, 73)",2.0,"(3, 7)","[(112, 254), (168, 45)]",01 - B,10 - B
"(168, 45)",2.0,"(6, 7)","[(147, 73), (168, 45)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(91, 12), (88, 210), (102, 186)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(91, 12), (88, 210), (135, 78)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(91, 12), (135, 78), (147, 73)]",010 - I,101 - I
,3.0,"(0, 5, 7)","[(91, 12), (135, 78), (168, 45)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(91, 12), (147, 73), (168, 45)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(88, 210), (102, 186), (112, 254)]",100 - I,011 - I
,3.0,"(1, 3, 4)","[(88, 210), (112, 254), (114, 222)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(102, 186), (112, 254), (114, 222)]",001 - I,110 - I
,3.0,"(3, 4, 7)","[(112, 254), (114, 222), (168, 45)]",011 - I,100 - I
,3.0,"(3, 6, 7)","[(112, 254), (147, 73), (168, 45)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(135, 78), (147, 73), (168, 45)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(91, 12), (88, 210), (102, 186), (112, 254)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 4)","[(91, 12), (88, 210), (102, 186), (114, 222)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(91, 12), (88, 210), (102, 186), (135, 78)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(91, 12), (88, 210), (135, 78), (147, 73)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(91, 12), (135, 78), (147, 73), (168, 45)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
