PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01100101,10011010
"(25, 152)",2.0,"(0, 1)","[(25, 152), (240, 196)]",01 - B,10 - B
"(240, 196)",2.0,"(0, 6)","[(25, 152), (24, 94)]",00 - M,11 - M
"(233, 122)",2.0,"(0, 7)","[(25, 152), (5, 60)]",01 - B,10 - B
"(250, 82)",2.0,"(1, 2)","[(240, 196), (233, 122)]",11 - M,00 - M
"(132, 98)",2.0,"(1, 3)","[(240, 196), (250, 82)]",10 - B,01 - B
"(83, 99)",2.0,"(2, 3)","[(233, 122), (250, 82)]",10 - B,01 - B
"(24, 94)",2.0,"(3, 7)","[(250, 82), (5, 60)]",01 - B,10 - B
"(5, 60)",2.0,"(6, 7)","[(24, 94), (5, 60)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(25, 152), (240, 196), (233, 122)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(25, 152), (240, 196), (24, 94)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(25, 152), (24, 94), (5, 60)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(240, 196), (233, 122), (250, 82)]",110 - I,001 - I
,3.0,"(2, 3, 4)","[(233, 122), (250, 82), (132, 98)]",100 - I,011 - I
,3.0,"(2, 3, 7)","[(233, 122), (250, 82), (5, 60)]",101 - I,010 - I
,3.0,"(3, 4, 7)","[(250, 82), (132, 98), (5, 60)]",001 - I,110 - I
,3.0,"(3, 6, 7)","[(250, 82), (24, 94), (5, 60)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(83, 99), (24, 94), (5, 60)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(25, 152), (240, 196), (233, 122), (250, 82)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 4)","[(25, 152), (240, 196), (233, 122), (132, 98)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 5)","[(25, 152), (240, 196), (233, 122), (83, 99)]",0111 - I,1000 - I
,4.0,"(0, 1, 2, 6)","[(25, 152), (240, 196), (233, 122), (24, 94)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 6)","[(25, 152), (240, 196), (83, 99), (24, 94)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(25, 152), (240, 196), (24, 94), (5, 60)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(25, 152), (83, 99), (24, 94), (5, 60)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
