PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(41, 83)",2.0,"(0, 1)","[(41, 83), (209, 249)]",01 - B,10 - B
"(209, 249)",2.0,"(0, 3)","[(41, 83), (127, 152)]",01 - B,10 - B
"(207, 223)",2.0,"(0, 7)","[(41, 83), (214, 10)]",01 - B,10 - B
"(127, 152)",2.0,"(1, 2)","[(209, 249), (207, 223)]",10 - B,01 - B
"(148, 141)",2.0,"(1, 7)","[(209, 249), (214, 10)]",11 - M,00 - M
"(167, 147)",2.0,"(2, 7)","[(207, 223), (214, 10)]",01 - B,10 - B
"(177, 89)",2.0,"(6, 7)","[(177, 89), (214, 10)]",01 - B,10 - B
"(214, 10)",3.0,"(0, 1, 2)","[(41, 83), (209, 249), (207, 223)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(41, 83), (209, 249), (127, 152)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(41, 83), (127, 152), (148, 141)]",010 - I,101 - I
,3.0,"(0, 3, 7)","[(41, 83), (127, 152), (214, 10)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(41, 83), (177, 89), (214, 10)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(209, 249), (207, 223), (127, 152)]",101 - I,010 - I
,3.0,"(1, 2, 5)","[(209, 249), (207, 223), (167, 147)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(209, 249), (207, 223), (214, 10)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(207, 223), (177, 89), (214, 10)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(167, 147), (177, 89), (214, 10)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(41, 83), (209, 249), (207, 223), (127, 152)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(41, 83), (209, 249), (127, 152), (148, 141)]",0110 - B,1001 - B
,4.0,"(0, 3, 4, 5)","[(41, 83), (127, 152), (148, 141), (167, 147)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 6)","[(41, 83), (127, 152), (148, 141), (177, 89)]",0100 - I,1011 - I
,4.0,"(0, 3, 4, 7)","[(41, 83), (127, 152), (148, 141), (214, 10)]",0101 - B,1010 - B
,4.0,"(0, 3, 6, 7)","[(41, 83), (127, 152), (177, 89), (214, 10)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(41, 83), (148, 141), (177, 89), (214, 10)]",0001 - I,1110 - I
,4.0,"(0, 5, 6, 7)","[(41, 83), (167, 147), (177, 89), (214, 10)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
