PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,10100110
"(234, 197)",2.0,"(0, 1)","[(234, 197), (240, 26)]",01 - B,10 - B
"(240, 26)",2.0,"(0, 6)","[(234, 197), (197, 206)]",00 - M,11 - M
"(16, 104)",2.0,"(0, 7)","[(234, 197), (181, 229)]",01 - B,10 - B
"(112, 152)",2.0,"(1, 2)","[(240, 26), (16, 104)]",10 - B,01 - B
"(179, 205)",2.0,"(2, 3)","[(16, 104), (112, 152)]",01 - B,10 - B
"(169, 209)",2.0,"(2, 7)","[(16, 104), (181, 229)]",01 - B,10 - B
"(197, 206)",2.0,"(5, 7)","[(169, 209), (181, 229)]",01 - B,10 - B
"(181, 229)",2.0,"(6, 7)","[(197, 206), (181, 229)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(234, 197), (240, 26), (16, 104)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(234, 197), (240, 26), (112, 152)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(234, 197), (240, 26), (197, 206)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(234, 197), (197, 206), (181, 229)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(240, 26), (16, 104), (112, 152)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(16, 104), (112, 152), (169, 209)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(16, 104), (112, 152), (181, 229)]",011 - I,100 - I
,3.0,"(2, 5, 7)","[(16, 104), (169, 209), (181, 229)]",001 - I,110 - I
,3.0,"(4, 5, 7)","[(179, 205), (169, 209), (181, 229)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(169, 209), (197, 206), (181, 229)]",001 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(234, 197), (240, 26), (16, 104), (112, 152)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 6)","[(234, 197), (240, 26), (112, 152), (197, 206)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(234, 197), (240, 26), (179, 205), (197, 206)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(234, 197), (240, 26), (197, 206), (181, 229)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(234, 197), (179, 205), (197, 206), (181, 229)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(234, 197), (169, 209), (197, 206), (181, 229)]",0001 - I,1110 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
