PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(49, 125)",2.0,"(0, 1)","[(49, 125), (54, 145)]",01 - B,10 - B
"(54, 145)",2.0,"(0, 7)","[(49, 125), (65, 57)]",01 - B,10 - B
"(88, 188)",2.0,"(1, 2)","[(54, 145), (88, 188)]",10 - B,01 - B
"(117, 180)",2.0,"(2, 3)","[(88, 188), (117, 180)]",01 - B,10 - B
"(211, 200)",2.0,"(2, 4)","[(88, 188), (211, 200)]",00 - M,11 - M
"(149, 160)",2.0,"(3, 4)","[(117, 180), (211, 200)]",10 - B,01 - B
"(94, 106)",2.0,"(4, 5)","[(211, 200), (149, 160)]",01 - B,10 - B
"(65, 57)",2.0,"(4, 7)","[(211, 200), (65, 57)]",01 - B,10 - B
,2.0,"(6, 7)","[(94, 106), (65, 57)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(49, 125), (54, 145), (88, 188)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(49, 125), (54, 145), (65, 57)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(49, 125), (94, 106), (65, 57)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(54, 145), (88, 188), (117, 180)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(88, 188), (117, 180), (211, 200)]",010 - I,101 - I
,3.0,"(3, 4, 5)","[(117, 180), (211, 200), (149, 160)]",101 - I,010 - I
,3.0,"(4, 5, 6)","[(211, 200), (149, 160), (94, 106)]",010 - I,101 - I
,3.0,"(4, 5, 7)","[(211, 200), (149, 160), (65, 57)]",011 - I,100 - I
,3.0,"(4, 6, 7)","[(211, 200), (94, 106), (65, 57)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(149, 160), (94, 106), (65, 57)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(49, 125), (54, 145), (88, 188), (117, 180)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 7)","[(49, 125), (54, 145), (88, 188), (65, 57)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(49, 125), (54, 145), (94, 106), (65, 57)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(49, 125), (149, 160), (94, 106), (65, 57)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
