PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(21, 17)",2.0,"(0, 1)","[(21, 17), (104, 238)]",01 - B,10 - B
"(104, 238)",2.0,"(0, 6)","[(21, 17), (115, 28)]",01 - B,10 - B
"(111, 218)",2.0,"(0, 7)","[(21, 17), (235, 19)]",00 - M,11 - M
"(131, 95)",2.0,"(1, 2)","[(104, 238), (111, 218)]",10 - B,01 - B
"(117, 79)",2.0,"(1, 7)","[(104, 238), (235, 19)]",10 - B,01 - B
"(133, 54)",2.0,"(2, 7)","[(111, 218), (235, 19)]",00 - M,11 - M
"(115, 28)",2.0,"(3, 7)","[(131, 95), (235, 19)]",10 - B,01 - B
"(235, 19)",2.0,"(5, 7)","[(133, 54), (235, 19)]",10 - B,01 - B
,2.0,"(6, 7)","[(115, 28), (235, 19)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(21, 17), (104, 238), (111, 218)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(21, 17), (104, 238), (115, 28)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(21, 17), (117, 79), (115, 28)]",001 - I,110 - I
,3.0,"(0, 5, 6)","[(21, 17), (133, 54), (115, 28)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(21, 17), (115, 28), (235, 19)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(104, 238), (111, 218), (131, 95)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(104, 238), (111, 218), (235, 19)]",100 - I,011 - I
,3.0,"(2, 3, 7)","[(111, 218), (131, 95), (235, 19)]",010 - I,101 - I
,3.0,"(3, 5, 7)","[(131, 95), (133, 54), (235, 19)]",110 - I,001 - I
,3.0,"(5, 6, 7)","[(133, 54), (115, 28), (235, 19)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(21, 17), (104, 238), (111, 218), (131, 95)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(21, 17), (104, 238), (111, 218), (117, 79)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 6)","[(21, 17), (104, 238), (111, 218), (115, 28)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(21, 17), (104, 238), (117, 79), (115, 28)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(21, 17), (117, 79), (133, 54), (115, 28)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(21, 17), (133, 54), (115, 28), (235, 19)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
