PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(83, 34)",2.0,"(0, 1)","[(83, 34), (40, 98)]",01 - B,10 - B
"(40, 98)",2.0,"(0, 6)","[(83, 34), (113, 58)]",01 - B,10 - B
"(76, 223)",2.0,"(0, 7)","[(83, 34), (216, 33)]",01 - B,10 - B
"(108, 113)",2.0,"(1, 2)","[(40, 98), (76, 223)]",10 - B,01 - B
"(107, 100)",2.0,"(2, 3)","[(76, 223), (108, 113)]",01 - B,10 - B
"(123, 72)",2.0,"(2, 7)","[(76, 223), (216, 33)]",01 - B,10 - B
"(113, 58)",2.0,"(5, 7)","[(123, 72), (216, 33)]",01 - B,10 - B
"(216, 33)",2.0,"(6, 7)","[(113, 58), (216, 33)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(83, 34), (40, 98), (76, 223)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(83, 34), (40, 98), (113, 58)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(83, 34), (113, 58), (216, 33)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(40, 98), (76, 223), (108, 113)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(76, 223), (108, 113), (107, 100)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(76, 223), (108, 113), (216, 33)]",011 - I,100 - I
,3.0,"(2, 5, 7)","[(76, 223), (123, 72), (216, 33)]",001 - I,110 - I
,3.0,"(3, 5, 7)","[(108, 113), (123, 72), (216, 33)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(123, 72), (113, 58), (216, 33)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(83, 34), (40, 98), (76, 223), (108, 113)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(83, 34), (40, 98), (76, 223), (107, 100)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 6)","[(83, 34), (40, 98), (76, 223), (113, 58)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(83, 34), (40, 98), (107, 100), (113, 58)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(83, 34), (40, 98), (123, 72), (113, 58)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(83, 34), (40, 98), (113, 58), (216, 33)]",0111 - I,1000 - I
,4.0,"(0, 5, 6, 7)","[(83, 34), (123, 72), (113, 58), (216, 33)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
