PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(30, 28)",2.0,"(0, 1)","[(30, 28), (179, 241)]",01 - B,10 - B
"(179, 241)",2.0,"(0, 5)","[(30, 28), (129, 86)]",01 - B,10 - B
"(184, 204)",2.0,"(0, 7)","[(30, 28), (225, 14)]",01 - B,10 - B
"(166, 140)",2.0,"(1, 2)","[(179, 241), (184, 204)]",10 - B,01 - B
"(147, 116)",2.0,"(1, 7)","[(179, 241), (225, 14)]",11 - M,00 - M
"(129, 86)",2.0,"(2, 7)","[(184, 204), (225, 14)]",01 - B,10 - B
"(189, 96)",2.0,"(6, 7)","[(189, 96), (225, 14)]",01 - B,10 - B
"(225, 14)",3.0,"(0, 1, 2)","[(30, 28), (179, 241), (184, 204)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(30, 28), (179, 241), (129, 86)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(30, 28), (147, 116), (129, 86)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(30, 28), (129, 86), (225, 14)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(30, 28), (189, 96), (225, 14)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(179, 241), (184, 204), (166, 140)]",101 - I,010 - I
,3.0,"(1, 2, 6)","[(179, 241), (184, 204), (189, 96)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(179, 241), (184, 204), (225, 14)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(184, 204), (189, 96), (225, 14)]",001 - I,110 - I
,3.0,"(3, 6, 7)","[(166, 140), (189, 96), (225, 14)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(129, 86), (189, 96), (225, 14)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(30, 28), (179, 241), (184, 204), (166, 140)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(30, 28), (179, 241), (184, 204), (147, 116)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 5)","[(30, 28), (179, 241), (184, 204), (129, 86)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(30, 28), (179, 241), (147, 116), (129, 86)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 5)","[(30, 28), (166, 140), (147, 116), (129, 86)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 7)","[(30, 28), (147, 116), (129, 86), (225, 14)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(30, 28), (129, 86), (189, 96), (225, 14)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
