PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(224, 253)",2.0,"(0, 1)","[(224, 253), (145, 3)]",01 - B,10 - B
"(145, 3)",2.0,"(0, 5)","[(224, 253), (178, 230)]",01 - B,10 - B
"(46, 28)",2.0,"(0, 7)","[(224, 253), (31, 201)]",01 - B,10 - B
"(79, 98)",2.0,"(1, 2)","[(145, 3), (46, 28)]",10 - B,01 - B
"(78, 141)",2.0,"(2, 3)","[(46, 28), (79, 98)]",01 - B,10 - B
"(178, 230)",2.0,"(2, 7)","[(46, 28), (31, 201)]",01 - B,10 - B
"(111, 210)",2.0,"(4, 7)","[(78, 141), (31, 201)]",01 - B,10 - B
"(31, 201)",2.0,"(6, 7)","[(111, 210), (31, 201)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(224, 253), (145, 3), (46, 28)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(224, 253), (145, 3), (178, 230)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(224, 253), (178, 230), (111, 210)]",010 - I,101 - I
,3.0,"(0, 5, 7)","[(224, 253), (178, 230), (31, 201)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(224, 253), (111, 210), (31, 201)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(145, 3), (46, 28), (79, 98)]",101 - I,010 - I
,3.0,"(2, 3, 7)","[(46, 28), (79, 98), (31, 201)]",011 - I,100 - I
,3.0,"(2, 4, 7)","[(46, 28), (78, 141), (31, 201)]",001 - I,110 - I
,3.0,"(4, 6, 7)","[(78, 141), (111, 210), (31, 201)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(178, 230), (111, 210), (31, 201)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(224, 253), (145, 3), (46, 28), (79, 98)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(224, 253), (145, 3), (46, 28), (178, 230)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 5)","[(224, 253), (145, 3), (79, 98), (178, 230)]",0111 - I,1000 - I
,4.0,"(0, 1, 5, 6)","[(224, 253), (145, 3), (178, 230), (111, 210)]",0110 - B,1001 - B
,4.0,"(0, 4, 5, 6)","[(224, 253), (78, 141), (178, 230), (111, 210)]",0010 - I,1101 - I
,4.0,"(0, 5, 6, 7)","[(224, 253), (178, 230), (111, 210), (31, 201)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
