PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(236, 242)",2.0,"(0, 1)","[(236, 242), (44, 13)]",01 - B,10 - B
"(44, 13)",2.0,"(0, 3)","[(236, 242), (118, 145)]",01 - B,10 - B
"(39, 63)",2.0,"(0, 6)","[(236, 242), (134, 193)]",01 - B,10 - B
"(118, 145)",2.0,"(0, 7)","[(236, 242), (20, 150)]",01 - B,10 - B
"(102, 142)",2.0,"(1, 2)","[(44, 13), (39, 63)]",10 - B,01 - B
"(95, 151)",2.0,"(1, 7)","[(44, 13), (20, 150)]",11 - M,00 - M
"(134, 193)",2.0,"(2, 7)","[(39, 63), (20, 150)]",01 - B,10 - B
"(20, 150)",2.0,"(5, 7)","[(95, 151), (20, 150)]",01 - B,10 - B
,2.0,"(6, 7)","[(134, 193), (20, 150)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(236, 242), (44, 13), (39, 63)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(236, 242), (44, 13), (118, 145)]",011 - I,100 - I
,3.0,"(0, 3, 6)","[(236, 242), (118, 145), (134, 193)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(236, 242), (95, 151), (134, 193)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(236, 242), (134, 193), (20, 150)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(44, 13), (39, 63), (118, 145)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(44, 13), (39, 63), (102, 142)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(44, 13), (39, 63), (20, 150)]",101 - I,010 - I
,3.0,"(2, 5, 7)","[(39, 63), (95, 151), (20, 150)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(95, 151), (134, 193), (20, 150)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(236, 242), (44, 13), (39, 63), (118, 145)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(236, 242), (44, 13), (118, 145), (102, 142)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 6)","[(236, 242), (44, 13), (118, 145), (134, 193)]",0111 - I,1000 - I
,4.0,"(0, 3, 4, 6)","[(236, 242), (118, 145), (102, 142), (134, 193)]",0101 - B,1010 - B
,4.0,"(0, 3, 5, 6)","[(236, 242), (118, 145), (95, 151), (134, 193)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(236, 242), (95, 151), (134, 193), (20, 150)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
