PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(71, 248)",2.0,"(0, 1)","[(71, 248), (254, 116)]",01 - B,10 - B
"(254, 116)",2.0,"(0, 3)","[(71, 248), (128, 163)]",01 - B,10 - B
"(191, 98)",2.0,"(0, 5)","[(71, 248), (58, 183)]",01 - B,10 - B
"(128, 163)",2.0,"(0, 7)","[(71, 248), (1, 25)]",01 - B,10 - B
"(80, 172)",2.0,"(1, 2)","[(254, 116), (191, 98)]",10 - B,01 - B
"(58, 183)",2.0,"(1, 7)","[(254, 116), (1, 25)]",11 - M,00 - M
"(25, 65)",2.0,"(2, 7)","[(191, 98), (1, 25)]",01 - B,10 - B
"(1, 25)",2.0,"(6, 7)","[(25, 65), (1, 25)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(71, 248), (254, 116), (191, 98)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(71, 248), (254, 116), (128, 163)]",011 - I,100 - I
,3.0,"(0, 3, 5)","[(71, 248), (128, 163), (58, 183)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(71, 248), (80, 172), (58, 183)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(71, 248), (58, 183), (1, 25)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(71, 248), (25, 65), (1, 25)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(254, 116), (191, 98), (128, 163)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(254, 116), (191, 98), (1, 25)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(191, 98), (25, 65), (1, 25)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(58, 183), (25, 65), (1, 25)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(71, 248), (254, 116), (191, 98), (128, 163)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(71, 248), (254, 116), (128, 163), (80, 172)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 5)","[(71, 248), (254, 116), (128, 163), (58, 183)]",0111 - I,1000 - I
,4.0,"(0, 3, 4, 5)","[(71, 248), (128, 163), (80, 172), (58, 183)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(71, 248), (80, 172), (58, 183), (25, 65)]",0010 - I,1101 - I
,4.0,"(0, 4, 5, 7)","[(71, 248), (80, 172), (58, 183), (1, 25)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(71, 248), (58, 183), (25, 65), (1, 25)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
