PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,10100110
"(133, 236)",2.0,"(0, 1)","[(133, 236), (250, 207)]",01 - B,10 - B
"(250, 207)",2.0,"(0, 4)","[(133, 236), (161, 210)]",01 - B,10 - B
"(210, 202)",2.0,"(0, 7)","[(133, 236), (6, 19)]",01 - B,10 - B
"(181, 204)",2.0,"(1, 2)","[(250, 207), (210, 202)]",10 - B,01 - B
"(161, 210)",2.0,"(1, 5)","[(250, 207), (98, 95)]",10 - B,01 - B
"(98, 95)",2.0,"(1, 7)","[(250, 207), (6, 19)]",11 - M,00 - M
"(105, 132)",2.0,"(5, 7)","[(98, 95), (6, 19)]",01 - B,10 - B
"(6, 19)",2.0,"(6, 7)","[(105, 132), (6, 19)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(133, 236), (250, 207), (210, 202)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(133, 236), (250, 207), (161, 210)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(133, 236), (181, 204), (161, 210)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(133, 236), (161, 210), (105, 132)]",010 - I,101 - I
,3.0,"(0, 4, 7)","[(133, 236), (161, 210), (6, 19)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(133, 236), (105, 132), (6, 19)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(250, 207), (210, 202), (181, 204)]",101 - I,010 - I
,3.0,"(1, 2, 5)","[(250, 207), (210, 202), (98, 95)]",100 - I,011 - I
,3.0,"(1, 5, 7)","[(250, 207), (98, 95), (6, 19)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(98, 95), (105, 132), (6, 19)]",001 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(133, 236), (250, 207), (210, 202), (181, 204)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(133, 236), (250, 207), (210, 202), (161, 210)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(133, 236), (250, 207), (181, 204), (161, 210)]",0111 - I,1000 - I
,4.0,"(0, 2, 3, 4)","[(133, 236), (210, 202), (181, 204), (161, 210)]",0011 - B,1100 - B
,4.0,"(0, 3, 4, 6)","[(133, 236), (181, 204), (161, 210), (105, 132)]",0110 - B,1001 - B
,4.0,"(0, 4, 6, 7)","[(133, 236), (161, 210), (105, 132), (6, 19)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(133, 236), (98, 95), (105, 132), (6, 19)]",0001 - I,1110 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
