PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(86, 17)",2.0,"(0, 1)","[(86, 17), (42, 121)]",01 - B,10 - B
"(42, 121)",2.0,"(0, 6)","[(86, 17), (161, 41)]",00 - M,11 - M
"(75, 239)",2.0,"(0, 7)","[(86, 17), (213, 24)]",01 - B,10 - B
"(97, 180)",2.0,"(1, 2)","[(42, 121), (75, 239)]",10 - B,01 - B
"(98, 162)",2.0,"(2, 3)","[(75, 239), (97, 180)]",01 - B,10 - B
"(109, 109)",2.0,"(2, 7)","[(75, 239), (213, 24)]",01 - B,10 - B
"(161, 41)",2.0,"(6, 7)","[(161, 41), (213, 24)]",01 - B,10 - B
"(213, 24)",3.0,"(0, 1, 2)","[(86, 17), (42, 121), (75, 239)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(86, 17), (42, 121), (109, 109)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(86, 17), (42, 121), (161, 41)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(86, 17), (161, 41), (213, 24)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(42, 121), (75, 239), (97, 180)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(75, 239), (97, 180), (98, 162)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(75, 239), (97, 180), (213, 24)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(75, 239), (161, 41), (213, 24)]",001 - I,110 - I
,3.0,"(3, 6, 7)","[(97, 180), (161, 41), (213, 24)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(109, 109), (161, 41), (213, 24)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(86, 17), (42, 121), (75, 239), (97, 180)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(86, 17), (42, 121), (75, 239), (98, 162)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 5)","[(86, 17), (42, 121), (75, 239), (109, 109)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(86, 17), (42, 121), (98, 162), (109, 109)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(86, 17), (42, 121), (109, 109), (161, 41)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(86, 17), (42, 121), (161, 41), (213, 24)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(86, 17), (109, 109), (161, 41), (213, 24)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
